id,sensor_id,event_time,processing_time,vehicle_count,avg_speed,ingested_at
473,J2_BAMBALAPITIYA,2026-05-09 12:29:36.302990+05:30,2026-05-09 12:29:40.004000+05:30,60,38.46,2026-05-09 12:29:36.303000+05:30
489,J1_KOLLUPITIYA,2026-05-09 12:29:36.302207+05:30,2026-05-09 12:29:40.004000+05:30,42,32.32,2026-05-09 12:29:36.302000+05:30
488,J4_BORELLA,2026-05-09 12:29:35.300457+05:30,2026-05-09 12:29:40.004000+05:30,53,54.86,2026-05-09 12:29:35.301000+05:30
462,J3_TOWN_HALL,2026-05-09 12:29:35.299042+05:30,2026-05-09 12:29:40.004000+05:30,69,18.81,2026-05-09 12:29:35.300000+05:30
472,J2_BAMBALAPITIYA,2026-05-09 12:29:35.298244+05:30,2026-05-09 12:29:40.004000+05:30,47,35.25,2026-05-09 12:29:35.298000+05:30
487,J1_KOLLUPITIYA,2026-05-09 12:29:35.297628+05:30,2026-05-09 12:29:40.004000+05:30,71,28.64,2026-05-09 12:29:35.298000+05:30
486,J4_BORELLA,2026-05-09 12:29:34.292986+05:30,2026-05-09 12:29:40.004000+05:30,117,2.33,2026-05-09 12:29:34.296000+05:30
461,J3_TOWN_HALL,2026-05-09 12:29:34.292524+05:30,2026-05-09 12:29:40.004000+05:30,33,38.14,2026-05-09 12:29:34.292000+05:30
471,J2_BAMBALAPITIYA,2026-05-09 12:29:34.291272+05:30,2026-05-09 12:29:40.004000+05:30,19,45.43,2026-05-09 12:29:34.291000+05:30
485,J1_KOLLUPITIYA,2026-05-09 12:29:34.289763+05:30,2026-05-09 12:29:40.004000+05:30,43,26.71,2026-05-09 12:29:34.290000+05:30
484,J4_BORELLA,2026-05-09 12:29:33.288288+05:30,2026-05-09 12:29:40.004000+05:30,54,32.43,2026-05-09 12:29:33.288000+05:30
460,J3_TOWN_HALL,2026-05-09 12:29:33.287445+05:30,2026-05-09 12:29:40.004000+05:30,67,28.43,2026-05-09 12:29:33.288000+05:30
470,J2_BAMBALAPITIYA,2026-05-09 12:29:33.286683+05:30,2026-05-09 12:29:40.004000+05:30,33,56.28,2026-05-09 12:29:33.287000+05:30
483,J1_KOLLUPITIYA,2026-05-09 12:29:33.285817+05:30,2026-05-09 12:29:40.004000+05:30,120,6.79,2026-05-09 12:29:33.286000+05:30
482,J4_BORELLA,2026-05-09 12:29:32.282450+05:30,2026-05-09 12:29:40.004000+05:30,49,29.96,2026-05-09 12:29:32.283000+05:30
459,J3_TOWN_HALL,2026-05-09 12:29:32.279909+05:30,2026-05-09 12:29:40.004000+05:30,104,6.89,2026-05-09 12:29:32.282000+05:30
469,J2_BAMBALAPITIYA,2026-05-09 12:29:32.278570+05:30,2026-05-09 12:29:40.004000+05:30,13,34.44,2026-05-09 12:29:32.279000+05:30
481,J1_KOLLUPITIYA,2026-05-09 12:29:32.277761+05:30,2026-05-09 12:29:40.004000+05:30,51,35.57,2026-05-09 12:29:32.278000+05:30
480,J4_BORELLA,2026-05-09 12:29:31.275356+05:30,2026-05-09 12:29:40.004000+05:30,48,53.93,2026-05-09 12:29:31.276000+05:30
458,J3_TOWN_HALL,2026-05-09 12:29:31.274469+05:30,2026-05-09 12:29:40.004000+05:30,39,45.61,2026-05-09 12:29:31.275000+05:30
468,J2_BAMBALAPITIYA,2026-05-09 12:29:31.273270+05:30,2026-05-09 12:29:40.004000+05:30,75,42.00,2026-05-09 12:29:31.273000+05:30
479,J1_KOLLUPITIYA,2026-05-09 12:29:31.272455+05:30,2026-05-09 12:29:40.004000+05:30,57,42.80,2026-05-09 12:29:31.273000+05:30
478,J4_BORELLA,2026-05-09 12:29:30.265680+05:30,2026-05-09 12:29:40.004000+05:30,143,8.42,2026-05-09 12:29:30.270000+05:30
457,J3_TOWN_HALL,2026-05-09 12:29:30.263963+05:30,2026-05-09 12:29:40.004000+05:30,36,36.67,2026-05-09 12:29:30.264000+05:30
467,J2_BAMBALAPITIYA,2026-05-09 12:29:30.262026+05:30,2026-05-09 12:29:40.004000+05:30,20,57.58,2026-05-09 12:29:30.263000+05:30
477,J1_KOLLUPITIYA,2026-05-09 12:29:30.260606+05:30,2026-05-09 12:29:40.004000+05:30,54,17.36,2026-05-09 12:29:30.261000+05:30
456,J4_BORELLA,2026-05-09 12:29:29.259217+05:30,2026-05-09 12:29:30.004000+05:30,58,47.06,2026-05-09 12:29:29.259000+05:30
426,J3_TOWN_HALL,2026-05-09 12:29:29.258439+05:30,2026-05-09 12:29:30.004000+05:30,139,5.34,2026-05-09 12:29:29.259000+05:30
436,J2_BAMBALAPITIYA,2026-05-09 12:29:29.257328+05:30,2026-05-09 12:29:30.004000+05:30,32,38.20,2026-05-09 12:29:29.257000+05:30
455,J1_KOLLUPITIYA,2026-05-09 12:29:29.256662+05:30,2026-05-09 12:29:30.004000+05:30,20,16.10,2026-05-09 12:29:29.257000+05:30
454,J4_BORELLA,2026-05-09 12:29:28.252792+05:30,2026-05-09 12:29:30.004000+05:30,27,20.43,2026-05-09 12:29:28.254000+05:30
425,J3_TOWN_HALL,2026-05-09 12:29:28.248014+05:30,2026-05-09 12:29:30.004000+05:30,31,46.26,2026-05-09 12:29:28.249000+05:30
435,J2_BAMBALAPITIYA,2026-05-09 12:29:28.247208+05:30,2026-05-09 12:29:30.004000+05:30,19,19.54,2026-05-09 12:29:28.247000+05:30
453,J1_KOLLUPITIYA,2026-05-09 12:29:28.245891+05:30,2026-05-09 12:29:30.004000+05:30,66,28.22,2026-05-09 12:29:28.246000+05:30
452,J4_BORELLA,2026-05-09 12:29:27.243236+05:30,2026-05-09 12:29:30.004000+05:30,56,46.87,2026-05-09 12:29:27.243000+05:30
424,J3_TOWN_HALL,2026-05-09 12:29:27.241971+05:30,2026-05-09 12:29:30.004000+05:30,22,21.02,2026-05-09 12:29:27.242000+05:30
434,J2_BAMBALAPITIYA,2026-05-09 12:29:27.241065+05:30,2026-05-09 12:29:30.004000+05:30,44,51.42,2026-05-09 12:29:27.241000+05:30
451,J1_KOLLUPITIYA,2026-05-09 12:29:27.239940+05:30,2026-05-09 12:29:30.004000+05:30,16,30.97,2026-05-09 12:29:27.240000+05:30
450,J4_BORELLA,2026-05-09 12:29:26.231802+05:30,2026-05-09 12:29:30.004000+05:30,40,54.54,2026-05-09 12:29:26.236000+05:30
423,J3_TOWN_HALL,2026-05-09 12:29:26.230562+05:30,2026-05-09 12:29:30.004000+05:30,77,59.86,2026-05-09 12:29:26.231000+05:30
433,J2_BAMBALAPITIYA,2026-05-09 12:29:26.228406+05:30,2026-05-09 12:29:30.004000+05:30,20,35.00,2026-05-09 12:29:26.229000+05:30
449,J1_KOLLUPITIYA,2026-05-09 12:29:26.226371+05:30,2026-05-09 12:29:30.004000+05:30,115,2.79,2026-05-09 12:29:26.228000+05:30
448,J4_BORELLA,2026-05-09 12:29:25.219982+05:30,2026-05-09 12:29:30.004000+05:30,39,17.03,2026-05-09 12:29:25.220000+05:30
422,J3_TOWN_HALL,2026-05-09 12:29:25.217867+05:30,2026-05-09 12:29:30.004000+05:30,30,26.64,2026-05-09 12:29:25.218000+05:30
432,J2_BAMBALAPITIYA,2026-05-09 12:29:25.216864+05:30,2026-05-09 12:29:30.004000+05:30,52,19.01,2026-05-09 12:29:25.217000+05:30
447,J1_KOLLUPITIYA,2026-05-09 12:29:25.215622+05:30,2026-05-09 12:29:30.004000+05:30,70,25.10,2026-05-09 12:29:25.216000+05:30
446,J4_BORELLA,2026-05-09 12:29:24.214089+05:30,2026-05-09 12:29:30.004000+05:30,16,18.03,2026-05-09 12:29:24.214000+05:30
421,J3_TOWN_HALL,2026-05-09 12:29:24.213522+05:30,2026-05-09 12:29:30.004000+05:30,20,17.07,2026-05-09 12:29:24.213000+05:30
431,J2_BAMBALAPITIYA,2026-05-09 12:29:24.212326+05:30,2026-05-09 12:29:30.004000+05:30,22,39.43,2026-05-09 12:29:24.212000+05:30
445,J1_KOLLUPITIYA,2026-05-09 12:29:24.211590+05:30,2026-05-09 12:29:30.004000+05:30,56,21.36,2026-05-09 12:29:24.212000+05:30
444,J4_BORELLA,2026-05-09 12:29:23.209586+05:30,2026-05-09 12:29:30.004000+05:30,49,25.09,2026-05-09 12:29:23.210000+05:30
420,J3_TOWN_HALL,2026-05-09 12:29:23.208713+05:30,2026-05-09 12:29:30.004000+05:30,14,32.32,2026-05-09 12:29:23.209000+05:30
430,J2_BAMBALAPITIYA,2026-05-09 12:29:23.208110+05:30,2026-05-09 12:29:30.004000+05:30,49,26.95,2026-05-09 12:29:23.208000+05:30
443,J1_KOLLUPITIYA,2026-05-09 12:29:23.207496+05:30,2026-05-09 12:29:30.004000+05:30,48,23.98,2026-05-09 12:29:23.207000+05:30
442,J4_BORELLA,2026-05-09 12:29:22.181106+05:30,2026-05-09 12:29:30.004000+05:30,54,46.82,2026-05-09 12:29:22.193000+05:30
419,J3_TOWN_HALL,2026-05-09 12:29:22.176212+05:30,2026-05-09 12:29:30.004000+05:30,96,8.18,2026-05-09 12:29:22.180000+05:30
429,J2_BAMBALAPITIYA,2026-05-09 12:29:22.174980+05:30,2026-05-09 12:29:30.004000+05:30,27,45.03,2026-05-09 12:29:22.175000+05:30
441,J1_KOLLUPITIYA,2026-05-09 12:29:22.173591+05:30,2026-05-09 12:29:30.004000+05:30,59,50.15,2026-05-09 12:29:22.174000+05:30
440,J4_BORELLA,2026-05-09 12:29:21.170078+05:30,2026-05-09 12:29:30.004000+05:30,61,22.68,2026-05-09 12:29:21.170000+05:30
418,J3_TOWN_HALL,2026-05-09 12:29:21.169389+05:30,2026-05-09 12:29:30.004000+05:30,52,18.74,2026-05-09 12:29:21.169000+05:30
428,J2_BAMBALAPITIYA,2026-05-09 12:29:21.167468+05:30,2026-05-09 12:29:30.004000+05:30,49,33.53,2026-05-09 12:29:21.168000+05:30
439,J1_KOLLUPITIYA,2026-05-09 12:29:21.166823+05:30,2026-05-09 12:29:30.004000+05:30,74,30.00,2026-05-09 12:29:21.167000+05:30
438,J4_BORELLA,2026-05-09 12:29:20.159738+05:30,2026-05-09 12:29:30.004000+05:30,34,55.27,2026-05-09 12:29:20.161000+05:30
417,J3_TOWN_HALL,2026-05-09 12:29:20.153813+05:30,2026-05-09 12:29:30.004000+05:30,69,31.94,2026-05-09 12:29:20.158000+05:30
427,J2_BAMBALAPITIYA,2026-05-09 12:29:20.150207+05:30,2026-05-09 12:29:30.004000+05:30,130,4.89,2026-05-09 12:29:20.151000+05:30
437,J1_KOLLUPITIYA,2026-05-09 12:29:20.148658+05:30,2026-05-09 12:29:30.004000+05:30,24,55.38,2026-05-09 12:29:20.149000+05:30
416,J4_BORELLA,2026-05-09 12:29:19.146218+05:30,2026-05-09 12:29:20.003000+05:30,25,47.00,2026-05-09 12:29:19.146000+05:30
386,J3_TOWN_HALL,2026-05-09 12:29:19.145267+05:30,2026-05-09 12:29:20.003000+05:30,57,54.51,2026-05-09 12:29:19.145000+05:30
396,J2_BAMBALAPITIYA,2026-05-09 12:29:19.143420+05:30,2026-05-09 12:29:20.003000+05:30,15,25.88,2026-05-09 12:29:19.144000+05:30
415,J1_KOLLUPITIYA,2026-05-09 12:29:19.142538+05:30,2026-05-09 12:29:20.003000+05:30,64,29.96,2026-05-09 12:29:19.143000+05:30
414,J4_BORELLA,2026-05-09 12:29:18.141207+05:30,2026-05-09 12:29:20.003000+05:30,54,56.57,2026-05-09 12:29:18.141000+05:30
385,J3_TOWN_HALL,2026-05-09 12:29:18.140229+05:30,2026-05-09 12:29:20.003000+05:30,79,33.10,2026-05-09 12:29:18.140000+05:30
395,J2_BAMBALAPITIYA,2026-05-09 12:29:18.138792+05:30,2026-05-09 12:29:20.003000+05:30,74,53.73,2026-05-09 12:29:18.139000+05:30
413,J1_KOLLUPITIYA,2026-05-09 12:29:18.138071+05:30,2026-05-09 12:29:20.003000+05:30,23,43.55,2026-05-09 12:29:18.138000+05:30
412,J4_BORELLA,2026-05-09 12:29:17.136407+05:30,2026-05-09 12:29:20.003000+05:30,30,56.49,2026-05-09 12:29:17.136000+05:30
384,J3_TOWN_HALL,2026-05-09 12:29:17.135838+05:30,2026-05-09 12:29:20.003000+05:30,50,39.39,2026-05-09 12:29:17.136000+05:30
394,J2_BAMBALAPITIYA,2026-05-09 12:29:17.134338+05:30,2026-05-09 12:29:20.003000+05:30,48,39.98,2026-05-09 12:29:17.134000+05:30
411,J1_KOLLUPITIYA,2026-05-09 12:29:17.133619+05:30,2026-05-09 12:29:20.003000+05:30,45,33.42,2026-05-09 12:29:17.134000+05:30
410,J4_BORELLA,2026-05-09 12:29:16.131066+05:30,2026-05-09 12:29:20.003000+05:30,60,59.24,2026-05-09 12:29:16.131000+05:30
383,J3_TOWN_HALL,2026-05-09 12:29:16.128675+05:30,2026-05-09 12:29:20.003000+05:30,92,9.12,2026-05-09 12:29:16.130000+05:30
393,J2_BAMBALAPITIYA,2026-05-09 12:29:16.127889+05:30,2026-05-09 12:29:20.003000+05:30,54,20.03,2026-05-09 12:29:16.128000+05:30
409,J1_KOLLUPITIYA,2026-05-09 12:29:16.126492+05:30,2026-05-09 12:29:20.003000+05:30,58,18.44,2026-05-09 12:29:16.127000+05:30
408,J4_BORELLA,2026-05-09 12:29:15.123093+05:30,2026-05-09 12:29:20.003000+05:30,77,35.23,2026-05-09 12:29:15.123000+05:30
382,J3_TOWN_HALL,2026-05-09 12:29:15.121147+05:30,2026-05-09 12:29:20.003000+05:30,44,54.32,2026-05-09 12:29:15.121000+05:30
392,J2_BAMBALAPITIYA,2026-05-09 12:29:15.118538+05:30,2026-05-09 12:29:20.003000+05:30,33,17.52,2026-05-09 12:29:15.119000+05:30
407,J1_KOLLUPITIYA,2026-05-09 12:29:15.117355+05:30,2026-05-09 12:29:20.003000+05:30,72,46.72,2026-05-09 12:29:15.118000+05:30
406,J4_BORELLA,2026-05-09 12:29:14.114794+05:30,2026-05-09 12:29:20.003000+05:30,24,15.80,2026-05-09 12:29:14.115000+05:30
381,J3_TOWN_HALL,2026-05-09 12:29:14.113547+05:30,2026-05-09 12:29:20.003000+05:30,24,16.38,2026-05-09 12:29:14.114000+05:30
391,J2_BAMBALAPITIYA,2026-05-09 12:29:14.112378+05:30,2026-05-09 12:29:20.003000+05:30,28,25.09,2026-05-09 12:29:14.113000+05:30
405,J1_KOLLUPITIYA,2026-05-09 12:29:14.111581+05:30,2026-05-09 12:29:20.003000+05:30,24,51.65,2026-05-09 12:29:14.112000+05:30
404,J4_BORELLA,2026-05-09 12:29:13.096069+05:30,2026-05-09 12:29:20.003000+05:30,66,41.51,2026-05-09 12:29:13.097000+05:30
380,J3_TOWN_HALL,2026-05-09 12:29:13.093525+05:30,2026-05-09 12:29:20.003000+05:30,35,38.96,2026-05-09 12:29:13.094000+05:30
390,J2_BAMBALAPITIYA,2026-05-09 12:29:13.091020+05:30,2026-05-09 12:29:20.003000+05:30,67,50.09,2026-05-09 12:29:13.092000+05:30
403,J1_KOLLUPITIYA,2026-05-09 12:29:13.084577+05:30,2026-05-09 12:29:20.003000+05:30,33,54.66,2026-05-09 12:29:13.089000+05:30
402,J4_BORELLA,2026-05-09 12:29:12.080712+05:30,2026-05-09 12:29:20.003000+05:30,79,48.39,2026-05-09 12:29:12.081000+05:30
379,J3_TOWN_HALL,2026-05-09 12:29:12.073562+05:30,2026-05-09 12:29:20.003000+05:30,77,34.55,2026-05-09 12:29:12.079000+05:30
389,J2_BAMBALAPITIYA,2026-05-09 12:29:12.064646+05:30,2026-05-09 12:29:20.003000+05:30,53,46.91,2026-05-09 12:29:12.073000+05:30
401,J1_KOLLUPITIYA,2026-05-09 12:29:12.053068+05:30,2026-05-09 12:29:20.003000+05:30,76,31.64,2026-05-09 12:29:12.063000+05:30
400,J4_BORELLA,2026-05-09 12:29:11.042941+05:30,2026-05-09 12:29:20.003000+05:30,18,24.70,2026-05-09 12:29:11.050000+05:30
378,J3_TOWN_HALL,2026-05-09 12:29:11.037272+05:30,2026-05-09 12:29:20.003000+05:30,30,47.84,2026-05-09 12:29:11.038000+05:30
388,J2_BAMBALAPITIYA,2026-05-09 12:29:11.033325+05:30,2026-05-09 12:29:20.003000+05:30,131,8.38,2026-05-09 12:29:11.036000+05:30
399,J1_KOLLUPITIYA,2026-05-09 12:29:11.032278+05:30,2026-05-09 12:29:20.003000+05:30,30,24.32,2026-05-09 12:29:11.032000+05:30
398,J4_BORELLA,2026-05-09 12:29:10.026868+05:30,2026-05-09 12:29:20.003000+05:30,53,33.57,2026-05-09 12:29:10.027000+05:30
377,J3_TOWN_HALL,2026-05-09 12:29:10.025654+05:30,2026-05-09 12:29:20.003000+05:30,12,52.23,2026-05-09 12:29:10.026000+05:30
387,J2_BAMBALAPITIYA,2026-05-09 12:29:10.023852+05:30,2026-05-09 12:29:20.003000+05:30,34,45.50,2026-05-09 12:29:10.024000+05:30
397,J1_KOLLUPITIYA,2026-05-09 12:29:10.022708+05:30,2026-05-09 12:29:20.003000+05:30,33,46.71,2026-05-09 12:29:10.023000+05:30
367,J4_BORELLA,2026-05-09 12:29:09.020598+05:30,2026-05-09 12:29:10.003000+05:30,34,41.13,2026-05-09 12:29:09.020000+05:30
376,J3_TOWN_HALL,2026-05-09 12:29:09.019202+05:30,2026-05-09 12:29:10.003000+05:30,55,24.60,2026-05-09 12:29:09.019000+05:30
349,J2_BAMBALAPITIYA,2026-05-09 12:29:09.016843+05:30,2026-05-09 12:29:10.003000+05:30,42,49.35,2026-05-09 12:29:09.018000+05:30
366,J1_KOLLUPITIYA,2026-05-09 12:29:09.014939+05:30,2026-05-09 12:29:10.003000+05:30,11,49.73,2026-05-09 12:29:09.015000+05:30
365,J4_BORELLA,2026-05-09 12:29:08.013075+05:30,2026-05-09 12:29:10.003000+05:30,14,55.81,2026-05-09 12:29:08.013000+05:30
375,J3_TOWN_HALL,2026-05-09 12:29:08.012221+05:30,2026-05-09 12:29:10.003000+05:30,39,46.03,2026-05-09 12:29:08.012000+05:30
348,J2_BAMBALAPITIYA,2026-05-09 12:29:08.011313+05:30,2026-05-09 12:29:10.003000+05:30,21,28.42,2026-05-09 12:29:08.012000+05:30
364,J1_KOLLUPITIYA,2026-05-09 12:29:08.010709+05:30,2026-05-09 12:29:10.003000+05:30,53,21.87,2026-05-09 12:29:08.011000+05:30
363,J4_BORELLA,2026-05-09 12:29:07.009127+05:30,2026-05-09 12:29:10.003000+05:30,26,24.57,2026-05-09 12:29:07.009000+05:30
374,J3_TOWN_HALL,2026-05-09 12:29:07.007967+05:30,2026-05-09 12:29:10.003000+05:30,34,19.48,2026-05-09 12:29:07.008000+05:30
347,J2_BAMBALAPITIYA,2026-05-09 12:29:07.007337+05:30,2026-05-09 12:29:10.003000+05:30,53,41.27,2026-05-09 12:29:07.007000+05:30
362,J1_KOLLUPITIYA,2026-05-09 12:29:07.006725+05:30,2026-05-09 12:29:10.003000+05:30,21,54.71,2026-05-09 12:29:07.007000+05:30
361,J4_BORELLA,2026-05-09 12:29:06.004647+05:30,2026-05-09 12:29:10.003000+05:30,47,47.89,2026-05-09 12:29:06.005000+05:30
373,J3_TOWN_HALL,2026-05-09 12:29:06.003090+05:30,2026-05-09 12:29:10.003000+05:30,45,16.89,2026-05-09 12:29:06.004000+05:30
346,J2_BAMBALAPITIYA,2026-05-09 12:29:06.001036+05:30,2026-05-09 12:29:10.003000+05:30,137,4.93,2026-05-09 12:29:06.002000+05:30
360,J1_KOLLUPITIYA,2026-05-09 12:29:06.000406+05:30,2026-05-09 12:29:10.003000+05:30,49,50.95,2026-05-09 12:29:06+05:30
359,J4_BORELLA,2026-05-09 12:29:04.999373+05:30,2026-05-09 12:29:10.003000+05:30,51,30.73,2026-05-09 12:29:04.999000+05:30
372,J3_TOWN_HALL,2026-05-09 12:29:04.998746+05:30,2026-05-09 12:29:10.003000+05:30,20,19.39,2026-05-09 12:29:04.999000+05:30
345,J2_BAMBALAPITIYA,2026-05-09 12:29:04.998107+05:30,2026-05-09 12:29:10.003000+05:30,69,55.19,2026-05-09 12:29:04.998000+05:30
358,J1_KOLLUPITIYA,2026-05-09 12:29:04.997566+05:30,2026-05-09 12:29:10.003000+05:30,75,39.64,2026-05-09 12:29:04.997000+05:30
357,J4_BORELLA,2026-05-09 12:29:03.994969+05:30,2026-05-09 12:29:10.003000+05:30,77,36.14,2026-05-09 12:29:03.995000+05:30
371,J3_TOWN_HALL,2026-05-09 12:29:03.993794+05:30,2026-05-09 12:29:10.003000+05:30,14,20.30,2026-05-09 12:29:03.994000+05:30
344,J2_BAMBALAPITIYA,2026-05-09 12:29:03.992980+05:30,2026-05-09 12:29:10.003000+05:30,59,34.20,2026-05-09 12:29:03.993000+05:30
356,J1_KOLLUPITIYA,2026-05-09 12:29:03.992284+05:30,2026-05-09 12:29:10.003000+05:30,11,40.73,2026-05-09 12:29:03.992000+05:30
355,J4_BORELLA,2026-05-09 12:29:02.988942+05:30,2026-05-09 12:29:10.003000+05:30,51,53.89,2026-05-09 12:29:02.989000+05:30
370,J3_TOWN_HALL,2026-05-09 12:29:02.987322+05:30,2026-05-09 12:29:10.003000+05:30,11,48.59,2026-05-09 12:29:02.988000+05:30
343,J2_BAMBALAPITIYA,2026-05-09 12:29:02.984402+05:30,2026-05-09 12:29:10.003000+05:30,31,28.16,2026-05-09 12:29:02.985000+05:30
354,J1_KOLLUPITIYA,2026-05-09 12:29:02.983194+05:30,2026-05-09 12:29:10.003000+05:30,53,28.07,2026-05-09 12:29:02.984000+05:30
353,J4_BORELLA,2026-05-09 12:29:01.980423+05:30,2026-05-09 12:29:10.003000+05:30,10,31.60,2026-05-09 12:29:01.981000+05:30
369,J3_TOWN_HALL,2026-05-09 12:29:01.978009+05:30,2026-05-09 12:29:10.003000+05:30,131,6.38,2026-05-09 12:29:01.980000+05:30
342,J2_BAMBALAPITIYA,2026-05-09 12:29:01.976755+05:30,2026-05-09 12:29:10.003000+05:30,16,55.41,2026-05-09 12:29:01.977000+05:30
352,J1_KOLLUPITIYA,2026-05-09 12:29:01.975799+05:30,2026-05-09 12:29:10.003000+05:30,44,49.08,2026-05-09 12:29:01.976000+05:30
351,J4_BORELLA,2026-05-09 12:29:00.955983+05:30,2026-05-09 12:29:10.003000+05:30,17,39.17,2026-05-09 12:29:00.956000+05:30
368,J3_TOWN_HALL,2026-05-09 12:29:00.951936+05:30,2026-05-09 12:29:10.003000+05:30,70,21.10,2026-05-09 12:29:00.954000+05:30
341,J2_BAMBALAPITIYA,2026-05-09 12:29:00.948807+05:30,2026-05-09 12:29:10.003000+05:30,101,4.29,2026-05-09 12:29:00.951000+05:30
350,J1_KOLLUPITIYA,2026-05-09 12:29:00.947675+05:30,2026-05-09 12:29:10.003000+05:30,80,32.33,2026-05-09 12:29:00.948000+05:30
340,J4_BORELLA,2026-05-09 12:28:59.943887+05:30,2026-05-09 12:29:00.005000+05:30,79,16.91,2026-05-09 12:28:59.945000+05:30
310,J3_TOWN_HALL,2026-05-09 12:28:59.942734+05:30,2026-05-09 12:29:00.005000+05:30,65,25.20,2026-05-09 12:28:59.943000+05:30
337,J2_BAMBALAPITIYA,2026-05-09 12:28:59.941715+05:30,2026-05-09 12:29:00.005000+05:30,76,42.65,2026-05-09 12:28:59.942000+05:30
339,J1_KOLLUPITIYA,2026-05-09 12:28:59.940967+05:30,2026-05-09 12:29:00.005000+05:30,64,55.05,2026-05-09 12:28:59.941000+05:30
338,J4_BORELLA,2026-05-09 12:28:58.939380+05:30,2026-05-09 12:29:00.005000+05:30,57,17.61,2026-05-09 12:28:58.940000+05:30
309,J3_TOWN_HALL,2026-05-09 12:28:58.938536+05:30,2026-05-09 12:29:00.005000+05:30,33,58.95,2026-05-09 12:28:58.939000+05:30
336,J2_BAMBALAPITIYA,2026-05-09 12:28:58.937725+05:30,2026-05-09 12:29:00.005000+05:30,77,23.64,2026-05-09 12:28:58.938000+05:30
327,J1_KOLLUPITIYA,2026-05-09 12:28:58.937109+05:30,2026-05-09 12:29:00.005000+05:30,24,34.39,2026-05-09 12:28:58.937000+05:30
326,J4_BORELLA,2026-05-09 12:28:57.934843+05:30,2026-05-09 12:29:00.005000+05:30,61,20.29,2026-05-09 12:28:57.935000+05:30
308,J3_TOWN_HALL,2026-05-09 12:28:57.933141+05:30,2026-05-09 12:29:00.005000+05:30,124,9.63,2026-05-09 12:28:57.934000+05:30
335,J2_BAMBALAPITIYA,2026-05-09 12:28:57.931581+05:30,2026-05-09 12:29:00.005000+05:30,144,2.52,2026-05-09 12:28:57.932000+05:30
325,J1_KOLLUPITIYA,2026-05-09 12:28:57.931001+05:30,2026-05-09 12:29:00.005000+05:30,12,43.41,2026-05-09 12:28:57.931000+05:30
324,J4_BORELLA,2026-05-09 12:28:56.929007+05:30,2026-05-09 12:29:00.005000+05:30,47,43.73,2026-05-09 12:28:56.929000+05:30
307,J3_TOWN_HALL,2026-05-09 12:28:56.927805+05:30,2026-05-09 12:29:00.005000+05:30,67,46.05,2026-05-09 12:28:56.928000+05:30
334,J2_BAMBALAPITIYA,2026-05-09 12:28:56.927088+05:30,2026-05-09 12:29:00.005000+05:30,56,39.03,2026-05-09 12:28:56.927000+05:30
323,J1_KOLLUPITIYA,2026-05-09 12:28:56.926510+05:30,2026-05-09 12:29:00.005000+05:30,24,55.08,2026-05-09 12:28:56.926000+05:30
322,J4_BORELLA,2026-05-09 12:28:55.924879+05:30,2026-05-09 12:29:00.005000+05:30,71,48.61,2026-05-09 12:28:55.925000+05:30
