id,sensor_id,event_time,vehicle_count,avg_speed,alert_type,alerted_at
2949,J4_BORELLA,2026-05-04 20:09:29.791048+05:30,106,8.85,SPEED_BELOW_10,2026-05-04 20:09:34.967441+05:30
2947,J3_TOWN_HALL,2026-05-04 20:09:28.150206+05:30,142,9.57,SPEED_BELOW_10,2026-05-04 20:09:34.498403+05:30
2948,J4_BORELLA,2026-05-04 20:09:25.909750+05:30,142,8.86,SPEED_BELOW_10,2026-05-04 20:09:34.967441+05:30
2951,J2_BAMBALAPITIYA,2026-05-04 20:09:22.401512+05:30,105,9.11,SPEED_BELOW_10,2026-05-04 20:09:35.034794+05:30
2950,J2_BAMBALAPITIYA,2026-05-04 20:09:21.686750+05:30,113,4.46,SPEED_BELOW_10,2026-05-04 20:09:35.034794+05:30
2946,J3_TOWN_HALL,2026-05-04 20:09:19.918739+05:30,96,4.33,SPEED_BELOW_10,2026-05-04 20:09:34.498403+05:30
2945,J3_TOWN_HALL,2026-05-04 20:09:16.400286+05:30,124,5.62,SPEED_BELOW_10,2026-05-04 20:09:26.188417+05:30
2944,J1_KOLLUPITIYA,2026-05-04 20:09:14.218233+05:30,129,9.37,SPEED_BELOW_10,2026-05-04 20:09:24.071859+05:30
2942,J2_BAMBALAPITIYA,2026-05-04 20:09:13.659863+05:30,112,8.71,SPEED_BELOW_10,2026-05-04 20:09:23.912370+05:30
2943,J4_BORELLA,2026-05-04 20:09:12.457124+05:30,116,3.50,SPEED_BELOW_10,2026-05-04 20:09:24.071859+05:30
2940,J1_KOLLUPITIYA,2026-05-04 20:09:09.115821+05:30,144,7.26,SPEED_BELOW_10,2026-05-04 20:09:13.022668+05:30
2939,J4_BORELLA,2026-05-04 20:09:07.033747+05:30,99,2.14,SPEED_BELOW_10,2026-05-04 20:09:13.022668+05:30
2941,J2_BAMBALAPITIYA,2026-05-04 20:09:06.725455+05:30,108,3.34,SPEED_BELOW_10,2026-05-04 20:09:13.605437+05:30
2938,J4_BORELLA,2026-05-04 20:09:05.925701+05:30,126,6.00,SPEED_BELOW_10,2026-05-04 20:09:13.022668+05:30
2937,J4_BORELLA,2026-05-04 20:09:04.663297+05:30,103,2.45,SPEED_BELOW_10,2026-05-04 20:09:13.022668+05:30
2936,J3_TOWN_HALL,2026-05-04 20:08:55.690339+05:30,101,9.52,SPEED_BELOW_10,2026-05-04 20:09:05.484267+05:30
2935,J2_BAMBALAPITIYA,2026-05-04 20:08:54.192084+05:30,110,7.28,SPEED_BELOW_10,2026-05-04 20:09:05.200266+05:30
2934,J1_KOLLUPITIYA,2026-05-04 20:08:54.181498+05:30,118,7.16,SPEED_BELOW_10,2026-05-04 20:09:05.150406+05:30
2933,J3_TOWN_HALL,2026-05-04 20:08:40.936037+05:30,104,8.23,SPEED_BELOW_10,2026-05-04 20:08:48.682024+05:30
2930,J4_BORELLA,2026-05-04 20:08:36.572693+05:30,100,8.00,SPEED_BELOW_10,2026-05-04 20:08:48.332550+05:30
2931,J2_BAMBALAPITIYA,2026-05-04 20:08:35.911036+05:30,150,4.57,SPEED_BELOW_10,2026-05-04 20:08:48.672368+05:30
2932,J3_TOWN_HALL,2026-05-04 20:08:33.441475+05:30,135,4.39,SPEED_BELOW_10,2026-05-04 20:08:48.682024+05:30
2928,J4_BORELLA,2026-05-04 20:08:22.911826+05:30,116,9.10,SPEED_BELOW_10,2026-05-04 20:08:36.744192+05:30
2929,J3_TOWN_HALL,2026-05-04 20:08:21.692612+05:30,102,2.05,SPEED_BELOW_10,2026-05-04 20:08:37.000039+05:30
2927,J2_BAMBALAPITIYA,2026-05-04 20:08:21.672300+05:30,136,4.99,SPEED_BELOW_10,2026-05-04 20:08:36.732535+05:30
2926,J2_BAMBALAPITIYA,2026-05-04 20:08:13.907298+05:30,95,4.76,SPEED_BELOW_10,2026-05-04 20:08:25.118611+05:30
2925,J2_BAMBALAPITIYA,2026-05-04 20:08:10.914718+05:30,139,3.67,SPEED_BELOW_10,2026-05-04 20:08:25.118611+05:30
2924,J2_BAMBALAPITIYA,2026-05-04 20:08:09.034658+05:30,115,8.64,SPEED_BELOW_10,2026-05-04 20:08:14.098143+05:30
2923,J2_BAMBALAPITIYA,2026-05-04 20:08:02.105716+05:30,130,5.51,SPEED_BELOW_10,2026-05-04 20:08:14.098143+05:30
2922,J1_KOLLUPITIYA,2026-05-04 20:08:01.760119+05:30,108,7.89,SPEED_BELOW_10,2026-05-04 20:08:14.070059+05:30
2921,J1_KOLLUPITIYA,2026-05-04 20:07:57.652388+05:30,121,5.69,SPEED_BELOW_10,2026-05-04 20:08:05.621401+05:30
2920,J1_KOLLUPITIYA,2026-05-04 20:07:57.052156+05:30,107,3.99,SPEED_BELOW_10,2026-05-04 20:08:05.621401+05:30
2919,J4_BORELLA,2026-05-04 20:07:42.774524+05:30,100,8.83,SPEED_BELOW_10,2026-05-04 20:07:56.820960+05:30
2918,J1_KOLLUPITIYA,2026-05-04 20:07:38.876210+05:30,139,2.59,SPEED_BELOW_10,2026-05-04 20:07:45.605347+05:30
2917,J3_TOWN_HALL,2026-05-04 20:07:35.141906+05:30,140,7.63,SPEED_BELOW_10,2026-05-04 20:07:45.463705+05:30
2916,J3_TOWN_HALL,2026-05-04 20:07:31.373770+05:30,139,3.05,SPEED_BELOW_10,2026-05-04 20:07:45.463705+05:30
2915,J3_TOWN_HALL,2026-05-04 20:07:31.010096+05:30,109,8.28,SPEED_BELOW_10,2026-05-04 20:07:45.463705+05:30
2910,J2_BAMBALAPITIYA,2026-05-04 20:07:29.028791+05:30,139,4.90,SPEED_BELOW_10,2026-05-04 20:07:35.775955+05:30
2912,J4_BORELLA,2026-05-04 20:07:26.174886+05:30,148,4.20,SPEED_BELOW_10,2026-05-04 20:07:35.911801+05:30
2914,J3_TOWN_HALL,2026-05-04 20:07:26.157959+05:30,126,4.21,SPEED_BELOW_10,2026-05-04 20:07:36.409510+05:30
2913,J3_TOWN_HALL,2026-05-04 20:07:24.827120+05:30,99,6.13,SPEED_BELOW_10,2026-05-04 20:07:36.409510+05:30
2911,J4_BORELLA,2026-05-04 20:07:20.344794+05:30,102,2.60,SPEED_BELOW_10,2026-05-04 20:07:35.911801+05:30
2909,J3_TOWN_HALL,2026-05-04 20:07:16.652987+05:30,149,7.74,SPEED_BELOW_10,2026-05-04 20:07:25.570253+05:30
2908,J3_TOWN_HALL,2026-05-04 20:07:10.480016+05:30,96,4.93,SPEED_BELOW_10,2026-05-04 20:07:17.445842+05:30
2907,J1_KOLLUPITIYA,2026-05-04 20:07:06.904503+05:30,131,3.47,SPEED_BELOW_10,2026-05-04 20:07:16.685222+05:30
2906,J1_KOLLUPITIYA,2026-05-04 20:07:03.339981+05:30,102,2.51,SPEED_BELOW_10,2026-05-04 20:07:16.685222+05:30
2905,J2_BAMBALAPITIYA,2026-05-04 20:06:56.471602+05:30,146,7.54,SPEED_BELOW_10,2026-05-04 20:07:09.538842+05:30
2904,J3_TOWN_HALL,2026-05-04 20:06:53.151242+05:30,128,6.88,SPEED_BELOW_10,2026-05-04 20:07:08.697323+05:30
2903,J2_BAMBALAPITIYA,2026-05-04 20:06:48.992135+05:30,113,9.86,SPEED_BELOW_10,2026-05-04 20:06:53.980098+05:30
2902,J3_TOWN_HALL,2026-05-04 20:06:47.866145+05:30,99,3.17,SPEED_BELOW_10,2026-05-04 20:06:53.977097+05:30
2901,J1_KOLLUPITIYA,2026-05-04 20:06:46.476261+05:30,113,9.57,SPEED_BELOW_10,2026-05-04 20:06:53.688123+05:30
2900,J1_KOLLUPITIYA,2026-05-04 20:06:44.022762+05:30,118,9.73,SPEED_BELOW_10,2026-05-04 20:06:53.688123+05:30
2898,J3_TOWN_HALL,2026-05-04 20:06:32.742071+05:30,97,3.35,SPEED_BELOW_10,2026-05-04 20:06:46.217231+05:30
2899,J4_BORELLA,2026-05-04 20:06:31.107076+05:30,96,3.48,SPEED_BELOW_10,2026-05-04 20:06:46.220393+05:30
2897,J2_BAMBALAPITIYA,2026-05-04 20:06:28.948611+05:30,128,8.15,SPEED_BELOW_10,2026-05-04 20:06:34.427380+05:30
2895,J3_TOWN_HALL,2026-05-04 20:06:24.105343+05:30,139,2.56,SPEED_BELOW_10,2026-05-04 20:06:34.102450+05:30
2896,J2_BAMBALAPITIYA,2026-05-04 20:06:23.626278+05:30,131,4.26,SPEED_BELOW_10,2026-05-04 20:06:34.427380+05:30
2893,J2_BAMBALAPITIYA,2026-05-04 20:06:09.594177+05:30,133,9.58,SPEED_BELOW_10,2026-05-04 20:06:15.510777+05:30
2894,J1_KOLLUPITIYA,2026-05-04 20:06:00.948308+05:30,133,9.45,SPEED_BELOW_10,2026-05-04 20:06:15.964446+05:30
2892,J1_KOLLUPITIYA,2026-05-04 20:05:59.562148+05:30,97,8.25,SPEED_BELOW_10,2026-05-04 20:06:06.100479+05:30
2891,J1_KOLLUPITIYA,2026-05-04 20:05:57.190628+05:30,101,5.21,SPEED_BELOW_10,2026-05-04 20:06:06.100479+05:30
2890,J1_KOLLUPITIYA,2026-05-04 20:05:52.996295+05:30,145,8.19,SPEED_BELOW_10,2026-05-04 20:06:06.100479+05:30
2889,J4_BORELLA,2026-05-04 20:05:46.077672+05:30,109,4.83,SPEED_BELOW_10,2026-05-04 20:05:54.198186+05:30
2888,J1_KOLLUPITIYA,2026-05-04 20:05:42.570258+05:30,141,6.06,SPEED_BELOW_10,2026-05-04 20:05:54.198186+05:30
2887,J3_TOWN_HALL,2026-05-04 20:05:42.288578+05:30,124,8.91,SPEED_BELOW_10,2026-05-04 20:05:54.222365+05:30
2884,J3_TOWN_HALL,2026-05-04 20:05:36.474532+05:30,123,2.34,SPEED_BELOW_10,2026-05-04 20:05:44.120201+05:30
2886,J4_BORELLA,2026-05-04 20:05:32.810367+05:30,127,6.54,SPEED_BELOW_10,2026-05-04 20:05:44.826938+05:30
2885,J4_BORELLA,2026-05-04 20:05:32.773017+05:30,121,4.41,SPEED_BELOW_10,2026-05-04 20:05:44.826938+05:30
2882,J1_KOLLUPITIYA,2026-05-04 20:05:22.520909+05:30,121,4.48,SPEED_BELOW_10,2026-05-04 20:05:35.340549+05:30
2883,J4_BORELLA,2026-05-04 20:05:22.446551+05:30,122,8.44,SPEED_BELOW_10,2026-05-04 20:05:35.340549+05:30
2881,J3_TOWN_HALL,2026-05-04 20:05:22.440895+05:30,95,5.36,SPEED_BELOW_10,2026-05-04 20:05:35.018690+05:30
2880,J4_BORELLA,2026-05-04 20:05:18.394495+05:30,138,6.06,SPEED_BELOW_10,2026-05-04 20:05:26.530798+05:30
2878,J2_BAMBALAPITIYA,2026-05-04 20:05:17.578029+05:30,139,5.52,SPEED_BELOW_10,2026-05-04 20:05:26.528470+05:30
2876,J1_KOLLUPITIYA,2026-05-04 20:05:16.927339+05:30,123,7.39,SPEED_BELOW_10,2026-05-04 20:05:26.530798+05:30
2879,J1_KOLLUPITIYA,2026-05-04 20:05:16.879857+05:30,112,8.24,SPEED_BELOW_10,2026-05-04 20:05:26.530798+05:30
2877,J2_BAMBALAPITIYA,2026-05-04 20:05:13.997862+05:30,113,6.85,SPEED_BELOW_10,2026-05-04 20:05:26.528470+05:30
2875,J4_BORELLA,2026-05-04 20:05:09.443860+05:30,133,3.89,SPEED_BELOW_10,2026-05-04 20:05:15.823444+05:30
2874,J4_BORELLA,2026-05-04 20:05:03.261272+05:30,117,5.43,SPEED_BELOW_10,2026-05-04 20:05:15.823444+05:30
2870,J3_TOWN_HALL,2026-05-04 20:05:01.281172+05:30,98,8.99,SPEED_BELOW_10,2026-05-04 20:05:06.001902+05:30
2873,J2_BAMBALAPITIYA,2026-05-04 20:04:59.367956+05:30,118,2.22,SPEED_BELOW_10,2026-05-04 20:05:06.964186+05:30
2871,J1_KOLLUPITIYA,2026-05-04 20:04:59.347933+05:30,102,9.05,SPEED_BELOW_10,2026-05-04 20:05:06.352969+05:30
2869,J3_TOWN_HALL,2026-05-04 20:04:54.341738+05:30,113,3.83,SPEED_BELOW_10,2026-05-04 20:05:06.001902+05:30
2868,J3_TOWN_HALL,2026-05-04 20:04:53.295424+05:30,105,3.93,SPEED_BELOW_10,2026-05-04 20:05:06.001902+05:30
2867,J3_TOWN_HALL,2026-05-04 20:04:52.527882+05:30,106,5.36,SPEED_BELOW_10,2026-05-04 20:05:06.001902+05:30
2866,J3_TOWN_HALL,2026-05-04 20:04:51.030592+05:30,124,7.16,SPEED_BELOW_10,2026-05-04 20:05:06.001902+05:30
2872,J2_BAMBALAPITIYA,2026-05-04 20:04:51.006685+05:30,116,6.29,SPEED_BELOW_10,2026-05-04 20:05:06.964186+05:30
2861,J1_KOLLUPITIYA,2026-05-04 20:04:49.498685+05:30,147,7.23,SPEED_BELOW_10,2026-05-04 20:04:58.572729+05:30
2864,J3_TOWN_HALL,2026-05-04 20:04:47.875228+05:30,114,7.86,SPEED_BELOW_10,2026-05-04 20:04:58.677627+05:30
2863,J3_TOWN_HALL,2026-05-04 20:04:47.090533+05:30,149,6.01,SPEED_BELOW_10,2026-05-04 20:04:58.677627+05:30
2865,J2_BAMBALAPITIYA,2026-05-04 20:04:44.411594+05:30,111,6.42,SPEED_BELOW_10,2026-05-04 20:04:58.950611+05:30
2862,J3_TOWN_HALL,2026-05-04 20:04:42.462589+05:30,126,3.18,SPEED_BELOW_10,2026-05-04 20:04:58.677627+05:30
2860,J2_BAMBALAPITIYA,2026-05-04 20:04:37.794296+05:30,100,2.80,SPEED_BELOW_10,2026-05-04 20:04:47.657237+05:30
2859,J2_BAMBALAPITIYA,2026-05-04 20:04:35.962850+05:30,107,3.97,SPEED_BELOW_10,2026-05-04 20:04:47.657237+05:30
2858,J4_BORELLA,2026-05-04 20:04:35.814443+05:30,122,7.76,SPEED_BELOW_10,2026-05-04 20:04:46.918161+05:30
2857,J2_BAMBALAPITIYA,2026-05-04 20:04:27.407804+05:30,104,7.99,SPEED_BELOW_10,2026-05-04 20:04:36.026344+05:30
2855,J4_BORELLA,2026-05-04 20:04:25.309187+05:30,146,5.03,SPEED_BELOW_10,2026-05-04 20:04:35.886326+05:30
2856,J2_BAMBALAPITIYA,2026-05-04 20:04:23.528838+05:30,147,7.59,SPEED_BELOW_10,2026-05-04 20:04:36.026344+05:30
2854,J4_BORELLA,2026-05-04 20:04:21.982927+05:30,117,6.57,SPEED_BELOW_10,2026-05-04 20:04:35.886326+05:30
2852,J1_KOLLUPITIYA,2026-05-04 20:04:19.331725+05:30,107,2.52,SPEED_BELOW_10,2026-05-04 20:04:24.507584+05:30
2853,J2_BAMBALAPITIYA,2026-05-04 20:04:12.729102+05:30,96,2.38,SPEED_BELOW_10,2026-05-04 20:04:24.878834+05:30
2851,J1_KOLLUPITIYA,2026-05-04 20:04:10.183157+05:30,135,5.51,SPEED_BELOW_10,2026-05-04 20:04:24.507584+05:30
2849,J3_TOWN_HALL,2026-05-04 20:04:08.228376+05:30,101,8.16,SPEED_BELOW_10,2026-05-04 20:04:15.691175+05:30
2847,J2_BAMBALAPITIYA,2026-05-04 20:04:06.800102+05:30,92,6.78,SPEED_BELOW_10,2026-05-04 20:04:15.699911+05:30
2850,J1_KOLLUPITIYA,2026-05-04 20:04:05.963758+05:30,99,4.56,SPEED_BELOW_10,2026-05-04 20:04:15.797556+05:30
2846,J2_BAMBALAPITIYA,2026-05-04 20:04:04.864074+05:30,144,6.55,SPEED_BELOW_10,2026-05-04 20:04:15.699911+05:30
2848,J3_TOWN_HALL,2026-05-04 20:04:02.543328+05:30,141,9.00,SPEED_BELOW_10,2026-05-04 20:04:15.691175+05:30
2845,J3_TOWN_HALL,2026-05-04 20:04:01.331361+05:30,126,2.89,SPEED_BELOW_10,2026-05-04 20:04:15.691175+05:30
2843,J4_BORELLA,2026-05-04 20:03:58.761121+05:30,148,6.40,SPEED_BELOW_10,2026-05-04 20:04:05.681228+05:30
2842,J1_KOLLUPITIYA,2026-05-04 20:03:57.489390+05:30,114,8.66,SPEED_BELOW_10,2026-05-04 20:04:05.681228+05:30
2841,J1_KOLLUPITIYA,2026-05-04 20:03:56.996976+05:30,129,7.38,SPEED_BELOW_10,2026-05-04 20:04:05.681228+05:30
2844,J2_BAMBALAPITIYA,2026-05-04 20:03:51.611413+05:30,123,6.26,SPEED_BELOW_10,2026-05-04 20:04:05.865183+05:30
2838,J4_BORELLA,2026-05-04 20:03:47.676305+05:30,148,2.43,SPEED_BELOW_10,2026-05-04 20:03:53.659015+05:30
2837,J1_KOLLUPITIYA,2026-05-04 20:03:47.460236+05:30,146,7.21,SPEED_BELOW_10,2026-05-04 20:03:53.659015+05:30
2836,J1_KOLLUPITIYA,2026-05-04 20:03:46.108058+05:30,139,7.59,SPEED_BELOW_10,2026-05-04 20:03:53.659015+05:30
2840,J3_TOWN_HALL,2026-05-04 20:03:44.497138+05:30,95,7.13,SPEED_BELOW_10,2026-05-04 20:03:54.226373+05:30
2839,J2_BAMBALAPITIYA,2026-05-04 20:03:40.673978+05:30,142,5.68,SPEED_BELOW_10,2026-05-04 20:03:53.876119+05:30
2835,J2_BAMBALAPITIYA,2026-05-04 20:03:29.743639+05:30,139,8.39,SPEED_BELOW_10,2026-05-04 20:03:35.709377+05:30
2832,J4_BORELLA,2026-05-04 20:03:28.044688+05:30,122,9.13,SPEED_BELOW_10,2026-05-04 20:03:35.303813+05:30
2831,J4_BORELLA,2026-05-04 20:03:27.765567+05:30,147,4.36,SPEED_BELOW_10,2026-05-04 20:03:35.303813+05:30
2830,J1_KOLLUPITIYA,2026-05-04 20:03:27.608722+05:30,140,5.99,SPEED_BELOW_10,2026-05-04 20:03:35.303813+05:30
2833,J3_TOWN_HALL,2026-05-04 20:03:23.532994+05:30,104,3.32,SPEED_BELOW_10,2026-05-04 20:03:35.570147+05:30
2834,J2_BAMBALAPITIYA,2026-05-04 20:03:22.575809+05:30,116,5.69,SPEED_BELOW_10,2026-05-04 20:03:35.709377+05:30
2829,J2_BAMBALAPITIYA,2026-05-04 20:03:19.411846+05:30,116,6.02,SPEED_BELOW_10,2026-05-04 20:03:24.397300+05:30
2828,J3_TOWN_HALL,2026-05-04 20:03:14.031528+05:30,130,3.94,SPEED_BELOW_10,2026-05-04 20:03:24.346728+05:30
2827,J4_BORELLA,2026-05-04 20:03:07.067091+05:30,90,3.59,SPEED_BELOW_10,2026-05-04 20:03:15.460378+05:30
2826,J4_BORELLA,2026-05-04 20:03:03.631443+05:30,127,5.99,SPEED_BELOW_10,2026-05-04 20:03:15.460378+05:30
2825,J3_TOWN_HALL,2026-05-04 20:03:01.242894+05:30,145,2.31,SPEED_BELOW_10,2026-05-04 20:03:15.457101+05:30
2824,J1_KOLLUPITIYA,2026-05-04 20:02:59.258084+05:30,95,9.60,SPEED_BELOW_10,2026-05-04 20:03:04.507421+05:30
2823,J4_BORELLA,2026-05-04 20:02:52.975607+05:30,122,6.89,SPEED_BELOW_10,2026-05-04 20:03:04.507421+05:30
2822,J1_KOLLUPITIYA,2026-05-04 20:02:52.878908+05:30,121,8.97,SPEED_BELOW_10,2026-05-04 20:03:04.507421+05:30
2817,J4_BORELLA,2026-05-04 20:02:46.310257+05:30,108,9.79,SPEED_BELOW_10,2026-05-04 20:02:55.381558+05:30
2818,J2_BAMBALAPITIYA,2026-05-04 20:02:46.212250+05:30,97,5.44,SPEED_BELOW_10,2026-05-04 20:02:55.412825+05:30
2816,J4_BORELLA,2026-05-04 20:02:46.193150+05:30,107,2.24,SPEED_BELOW_10,2026-05-04 20:02:55.381558+05:30
2821,J3_TOWN_HALL,2026-05-04 20:02:45.894400+05:30,93,4.32,SPEED_BELOW_10,2026-05-04 20:02:55.884733+05:30
2815,J4_BORELLA,2026-05-04 20:02:44.031185+05:30,116,2.12,SPEED_BELOW_10,2026-05-04 20:02:55.381558+05:30
2820,J3_TOWN_HALL,2026-05-04 20:02:41.289204+05:30,108,2.40,SPEED_BELOW_10,2026-05-04 20:02:55.884733+05:30
2819,J3_TOWN_HALL,2026-05-04 20:02:40.642913+05:30,135,3.91,SPEED_BELOW_10,2026-05-04 20:02:55.884733+05:30
2808,J3_TOWN_HALL,2026-05-04 20:02:39.145892+05:30,102,6.46,SPEED_BELOW_10,2026-05-04 20:02:44.165706+05:30
2814,J2_BAMBALAPITIYA,2026-05-04 20:02:38.395750+05:30,91,8.32,SPEED_BELOW_10,2026-05-04 20:02:44.323789+05:30
2810,J1_KOLLUPITIYA,2026-05-04 20:02:37.368179+05:30,128,9.79,SPEED_BELOW_10,2026-05-04 20:02:44.225712+05:30
2813,J2_BAMBALAPITIYA,2026-05-04 20:02:36.030601+05:30,106,2.34,SPEED_BELOW_10,2026-05-04 20:02:44.323789+05:30
2812,J2_BAMBALAPITIYA,2026-05-04 20:02:35.709711+05:30,120,8.34,SPEED_BELOW_10,2026-05-04 20:02:44.323789+05:30
2809,J4_BORELLA,2026-05-04 20:02:34.495525+05:30,101,2.17,SPEED_BELOW_10,2026-05-04 20:02:44.225712+05:30
