id,sensor_id,event_time,vehicle_count,avg_speed,alert_type,alerted_at
9838,J1_KOLLUPITIYA,2026-05-05 01:46:37.430467+05:30,142,3.18,SPEED_BELOW_10,2026-05-05 01:46:40.508100+05:30
9832,J3_TOWN_HALL,2026-05-05 01:46:36.881972+05:30,121,6.04,SPEED_BELOW_10,2026-05-05 01:46:40.506151+05:30
9837,J1_KOLLUPITIYA,2026-05-05 01:46:36.421717+05:30,99,7.14,SPEED_BELOW_10,2026-05-05 01:46:40.508100+05:30
9836,J1_KOLLUPITIYA,2026-05-05 01:46:31.841539+05:30,93,8.14,SPEED_BELOW_10,2026-05-05 01:46:40.508100+05:30
9835,J1_KOLLUPITIYA,2026-05-05 01:46:31.386682+05:30,115,2.05,SPEED_BELOW_10,2026-05-05 01:46:40.508100+05:30
9834,J4_BORELLA,2026-05-05 01:46:30.435729+05:30,91,6.06,SPEED_BELOW_10,2026-05-05 01:46:40.508100+05:30
9831,J2_BAMBALAPITIYA,2026-05-05 01:46:29.828727+05:30,120,3.12,SPEED_BELOW_10,2026-05-05 01:46:30.433041+05:30
9829,J3_TOWN_HALL,2026-05-05 01:46:28.820450+05:30,146,8.40,SPEED_BELOW_10,2026-05-05 01:46:30.430234+05:30
9828,J4_BORELLA,2026-05-05 01:46:27.364451+05:30,106,4.40,SPEED_BELOW_10,2026-05-05 01:46:30.385764+05:30
9830,J2_BAMBALAPITIYA,2026-05-05 01:46:25.793997+05:30,93,5.19,SPEED_BELOW_10,2026-05-05 01:46:30.433041+05:30
9827,J1_KOLLUPITIYA,2026-05-05 01:46:22.370825+05:30,116,2.23,SPEED_BELOW_10,2026-05-05 01:46:30.385764+05:30
9826,J4_BORELLA,2026-05-05 01:46:22.329788+05:30,115,6.65,SPEED_BELOW_10,2026-05-05 01:46:30.385764+05:30
9825,J1_KOLLUPITIYA,2026-05-05 01:46:20.313243+05:30,132,5.39,SPEED_BELOW_10,2026-05-05 01:46:30.385764+05:30
9823,J1_KOLLUPITIYA,2026-05-05 01:46:14.281535+05:30,150,6.09,SPEED_BELOW_10,2026-05-05 01:46:20.359710+05:30
9822,J4_BORELLA,2026-05-05 01:46:10.702945+05:30,122,7.07,SPEED_BELOW_10,2026-05-05 01:46:20.359710+05:30
9824,J3_TOWN_HALL,2026-05-05 01:46:10.297618+05:30,148,2.01,SPEED_BELOW_10,2026-05-05 01:46:20.361037+05:30
9815,J1_KOLLUPITIYA,2026-05-05 01:46:09.255325+05:30,90,6.47,SPEED_BELOW_10,2026-05-05 01:46:10.317209+05:30
9821,J2_BAMBALAPITIYA,2026-05-05 01:46:06.237052+05:30,120,5.77,SPEED_BELOW_10,2026-05-05 01:46:10.334802+05:30
9820,J2_BAMBALAPITIYA,2026-05-05 01:46:04.669961+05:30,108,9.47,SPEED_BELOW_10,2026-05-05 01:46:10.334802+05:30
9819,J2_BAMBALAPITIYA,2026-05-05 01:46:04.263106+05:30,109,9.55,SPEED_BELOW_10,2026-05-05 01:46:10.334802+05:30
9818,J2_BAMBALAPITIYA,2026-05-05 01:46:03.662242+05:30,102,3.54,SPEED_BELOW_10,2026-05-05 01:46:10.334802+05:30
9817,J3_TOWN_HALL,2026-05-05 01:46:03.223766+05:30,128,2.95,SPEED_BELOW_10,2026-05-05 01:46:10.331812+05:30
9816,J3_TOWN_HALL,2026-05-05 01:46:01.207325+05:30,136,3.50,SPEED_BELOW_10,2026-05-05 01:46:10.331812+05:30
9814,J1_KOLLUPITIYA,2026-05-05 01:46:00.640377+05:30,133,7.88,SPEED_BELOW_10,2026-05-05 01:46:10.317209+05:30
9813,J4_BORELLA,2026-05-05 01:46:00.239293+05:30,142,9.21,SPEED_BELOW_10,2026-05-05 01:46:10.317209+05:30
9812,J2_BAMBALAPITIYA,2026-05-05 01:45:59.231484+05:30,132,3.61,SPEED_BELOW_10,2026-05-05 01:46:00.247189+05:30
9811,J2_BAMBALAPITIYA,2026-05-05 01:45:58.628031+05:30,116,3.00,SPEED_BELOW_10,2026-05-05 01:46:00.247189+05:30
9810,J4_BORELLA,2026-05-05 01:45:56.618114+05:30,144,5.50,SPEED_BELOW_10,2026-05-05 01:46:00.247357+05:30
9808,J4_BORELLA,2026-05-05 01:45:51.152238+05:30,100,2.68,SPEED_BELOW_10,2026-05-05 01:46:00.247357+05:30
9809,J2_BAMBALAPITIYA,2026-05-05 01:45:51.148928+05:30,97,7.70,SPEED_BELOW_10,2026-05-05 01:46:00.247189+05:30
9807,J3_TOWN_HALL,2026-05-05 01:45:49.135749+05:30,140,9.31,SPEED_BELOW_10,2026-05-05 01:45:50.214498+05:30
9803,J2_BAMBALAPITIYA,2026-05-05 01:45:48.571019+05:30,101,4.35,SPEED_BELOW_10,2026-05-05 01:45:50.207715+05:30
9806,J1_KOLLUPITIYA,2026-05-05 01:45:47.153951+05:30,109,2.71,SPEED_BELOW_10,2026-05-05 01:45:50.210168+05:30
9802,J2_BAMBALAPITIYA,2026-05-05 01:45:46.147401+05:30,126,6.74,SPEED_BELOW_10,2026-05-05 01:45:50.207715+05:30
9805,J4_BORELLA,2026-05-05 01:45:45.554584+05:30,132,4.98,SPEED_BELOW_10,2026-05-05 01:45:50.210168+05:30
9801,J2_BAMBALAPITIYA,2026-05-05 01:45:45.550001+05:30,119,8.85,SPEED_BELOW_10,2026-05-05 01:45:50.207715+05:30
9804,J4_BORELLA,2026-05-05 01:45:42.124222+05:30,139,4.43,SPEED_BELOW_10,2026-05-05 01:45:50.210168+05:30
9800,J2_BAMBALAPITIYA,2026-05-05 01:45:42.104122+05:30,97,7.38,SPEED_BELOW_10,2026-05-05 01:45:50.207715+05:30
9799,J2_BAMBALAPITIYA,2026-05-05 01:45:40.492670+05:30,144,3.48,SPEED_BELOW_10,2026-05-05 01:45:50.207715+05:30
9798,J1_KOLLUPITIYA,2026-05-05 01:45:39.486754+05:30,120,7.46,SPEED_BELOW_10,2026-05-05 01:45:40.539106+05:30
9797,J4_BORELLA,2026-05-05 01:45:39.105574+05:30,120,3.08,SPEED_BELOW_10,2026-05-05 01:45:40.539106+05:30
9796,J1_KOLLUPITIYA,2026-05-05 01:45:36.464508+05:30,149,2.75,SPEED_BELOW_10,2026-05-05 01:45:40.539106+05:30
9795,J1_KOLLUPITIYA,2026-05-05 01:45:35.458240+05:30,135,8.71,SPEED_BELOW_10,2026-05-05 01:45:40.539106+05:30
9793,J2_BAMBALAPITIYA,2026-05-05 01:45:34.452510+05:30,135,4.06,SPEED_BELOW_10,2026-05-05 01:45:40.497624+05:30
9794,J1_KOLLUPITIYA,2026-05-05 01:45:33.050660+05:30,143,3.77,SPEED_BELOW_10,2026-05-05 01:45:40.539106+05:30
9792,J2_BAMBALAPITIYA,2026-05-05 01:45:30.051279+05:30,108,7.53,SPEED_BELOW_10,2026-05-05 01:45:40.497624+05:30
9786,J4_BORELLA,2026-05-05 01:45:29.047129+05:30,116,9.47,SPEED_BELOW_10,2026-05-05 01:45:30.467323+05:30
9791,J3_TOWN_HALL,2026-05-05 01:45:29.028682+05:30,123,3.06,SPEED_BELOW_10,2026-05-05 01:45:30.471989+05:30
9789,J2_BAMBALAPITIYA,2026-05-05 01:45:27.398831+05:30,104,6.01,SPEED_BELOW_10,2026-05-05 01:45:30.467632+05:30
9788,J2_BAMBALAPITIYA,2026-05-05 01:45:27.015821+05:30,132,9.52,SPEED_BELOW_10,2026-05-05 01:45:30.467632+05:30
9785,J1_KOLLUPITIYA,2026-05-05 01:45:27.013866+05:30,97,4.39,SPEED_BELOW_10,2026-05-05 01:45:30.467323+05:30
9787,J2_BAMBALAPITIYA,2026-05-05 01:45:26.028500+05:30,135,2.66,SPEED_BELOW_10,2026-05-05 01:45:30.467632+05:30
9790,J3_TOWN_HALL,2026-05-05 01:45:23.999095+05:30,96,2.24,SPEED_BELOW_10,2026-05-05 01:45:30.471989+05:30
9784,J2_BAMBALAPITIYA,2026-05-05 01:45:22.375339+05:30,134,2.02,SPEED_BELOW_10,2026-05-05 01:45:30.467632+05:30
9783,J4_BORELLA,2026-05-05 01:45:21.370935+05:30,106,8.02,SPEED_BELOW_10,2026-05-05 01:45:30.467323+05:30
9780,J3_TOWN_HALL,2026-05-05 01:45:19.979113+05:30,97,4.74,SPEED_BELOW_10,2026-05-05 01:45:20.422364+05:30
9782,J4_BORELLA,2026-05-05 01:45:18.357770+05:30,137,5.22,SPEED_BELOW_10,2026-05-05 01:45:20.422411+05:30
9781,J4_BORELLA,2026-05-05 01:45:15.973204+05:30,107,5.17,SPEED_BELOW_10,2026-05-05 01:45:20.422411+05:30
9773,J4_BORELLA,2026-05-05 01:45:08.911162+05:30,133,4.09,SPEED_BELOW_10,2026-05-05 01:45:10.328367+05:30
9776,J2_BAMBALAPITIYA,2026-05-05 01:45:05.909285+05:30,102,9.52,SPEED_BELOW_10,2026-05-05 01:45:10.328638+05:30
9775,J2_BAMBALAPITIYA,2026-05-05 01:45:05.240054+05:30,137,9.04,SPEED_BELOW_10,2026-05-05 01:45:10.328638+05:30
9772,J1_KOLLUPITIYA,2026-05-05 01:45:05.238179+05:30,142,5.03,SPEED_BELOW_10,2026-05-05 01:45:10.328367+05:30
9774,J2_BAMBALAPITIYA,2026-05-05 01:45:04.901322+05:30,111,5.32,SPEED_BELOW_10,2026-05-05 01:45:10.328638+05:30
9779,J3_TOWN_HALL,2026-05-05 01:45:04.888679+05:30,123,7.69,SPEED_BELOW_10,2026-05-05 01:45:10.329857+05:30
9770,J4_BORELLA,2026-05-05 01:45:04.233864+05:30,110,8.23,SPEED_BELOW_10,2026-05-05 01:45:10.328367+05:30
9778,J3_TOWN_HALL,2026-05-05 01:45:03.883332+05:30,128,4.71,SPEED_BELOW_10,2026-05-05 01:45:10.329857+05:30
9771,J2_BAMBALAPITIYA,2026-05-05 01:45:03.221778+05:30,128,9.00,SPEED_BELOW_10,2026-05-05 01:45:10.328638+05:30
9769,J4_BORELLA,2026-05-05 01:45:02.214387+05:30,133,2.16,SPEED_BELOW_10,2026-05-05 01:45:10.328367+05:30
9777,J3_TOWN_HALL,2026-05-05 01:45:00.860137+05:30,145,3.82,SPEED_BELOW_10,2026-05-05 01:45:10.329857+05:30
9766,J4_BORELLA,2026-05-05 01:44:59.855681+05:30,96,8.25,SPEED_BELOW_10,2026-05-05 01:45:00.245400+05:30
9768,J3_TOWN_HALL,2026-05-05 01:44:58.861161+05:30,141,9.59,SPEED_BELOW_10,2026-05-05 01:45:00.248998+05:30
9765,J4_BORELLA,2026-05-05 01:44:58.188286+05:30,143,2.28,SPEED_BELOW_10,2026-05-05 01:45:00.245400+05:30
9767,J3_TOWN_HALL,2026-05-05 01:44:56.848290+05:30,112,8.15,SPEED_BELOW_10,2026-05-05 01:45:00.248998+05:30
9764,J2_BAMBALAPITIYA,2026-05-05 01:44:53.828666+05:30,110,8.92,SPEED_BELOW_10,2026-05-05 01:45:00.203594+05:30
9763,J2_BAMBALAPITIYA,2026-05-05 01:44:53.147533+05:30,145,7.96,SPEED_BELOW_10,2026-05-05 01:45:00.203594+05:30
9762,J2_BAMBALAPITIYA,2026-05-05 01:44:52.138277+05:30,111,2.46,SPEED_BELOW_10,2026-05-05 01:45:00.203594+05:30
9761,J2_BAMBALAPITIYA,2026-05-05 01:44:51.807786+05:30,103,2.55,SPEED_BELOW_10,2026-05-05 01:45:00.203594+05:30
9760,J2_BAMBALAPITIYA,2026-05-05 01:44:50.124470+05:30,95,8.85,SPEED_BELOW_10,2026-05-05 01:45:00.203594+05:30
9754,J3_TOWN_HALL,2026-05-05 01:44:49.805181+05:30,133,4.98,SPEED_BELOW_10,2026-05-05 01:44:50.679296+05:30
9753,J3_TOWN_HALL,2026-05-05 01:44:49.119433+05:30,122,7.68,SPEED_BELOW_10,2026-05-05 01:44:50.679296+05:30
9759,J1_KOLLUPITIYA,2026-05-05 01:44:48.789573+05:30,106,6.33,SPEED_BELOW_10,2026-05-05 01:44:50.679596+05:30
9758,J4_BORELLA,2026-05-05 01:44:47.797199+05:30,117,8.61,SPEED_BELOW_10,2026-05-05 01:44:50.679596+05:30
9757,J4_BORELLA,2026-05-05 01:44:46.790348+05:30,144,8.46,SPEED_BELOW_10,2026-05-05 01:44:50.679596+05:30
9756,J4_BORELLA,2026-05-05 01:44:44.092666+05:30,146,2.86,SPEED_BELOW_10,2026-05-05 01:44:50.679596+05:30
9755,J1_KOLLUPITIYA,2026-05-05 01:44:43.772170+05:30,90,3.42,SPEED_BELOW_10,2026-05-05 01:44:50.679596+05:30
9751,J1_KOLLUPITIYA,2026-05-05 01:44:42.749874+05:30,115,6.54,SPEED_BELOW_10,2026-05-05 01:44:50.679596+05:30
9752,J3_TOWN_HALL,2026-05-05 01:44:42.081010+05:30,121,9.03,SPEED_BELOW_10,2026-05-05 01:44:50.679296+05:30
9750,J3_TOWN_HALL,2026-05-05 01:44:40.749729+05:30,142,2.74,SPEED_BELOW_10,2026-05-05 01:44:50.679296+05:30
9746,J2_BAMBALAPITIYA,2026-05-05 01:44:39.029513+05:30,108,8.91,SPEED_BELOW_10,2026-05-05 01:44:40.692566+05:30
9745,J2_BAMBALAPITIYA,2026-05-05 01:44:38.022342+05:30,124,2.56,SPEED_BELOW_10,2026-05-05 01:44:40.692566+05:30
9747,J3_TOWN_HALL,2026-05-05 01:44:37.015003+05:30,106,4.42,SPEED_BELOW_10,2026-05-05 01:44:40.693093+05:30
9749,J1_KOLLUPITIYA,2026-05-05 01:44:36.713497+05:30,137,3.80,SPEED_BELOW_10,2026-05-05 01:44:40.693342+05:30
9744,J2_BAMBALAPITIYA,2026-05-05 01:44:36.004058+05:30,97,9.20,SPEED_BELOW_10,2026-05-05 01:44:40.692566+05:30
9748,J1_KOLLUPITIYA,2026-05-05 01:44:34.992887+05:30,127,8.39,SPEED_BELOW_10,2026-05-05 01:44:40.693342+05:30
9737,J3_TOWN_HALL,2026-05-05 01:44:29.674440+05:30,129,3.16,SPEED_BELOW_10,2026-05-05 01:44:30.674175+05:30
9743,J4_BORELLA,2026-05-05 01:44:26.935609+05:30,104,4.54,SPEED_BELOW_10,2026-05-05 01:44:30.674233+05:30
9742,J4_BORELLA,2026-05-05 01:44:26.672433+05:30,121,2.03,SPEED_BELOW_10,2026-05-05 01:44:30.674233+05:30
9741,J1_KOLLUPITIYA,2026-05-05 01:44:26.668455+05:30,110,8.44,SPEED_BELOW_10,2026-05-05 01:44:30.674233+05:30
9740,J1_KOLLUPITIYA,2026-05-05 01:44:26.648850+05:30,96,3.33,SPEED_BELOW_10,2026-05-05 01:44:30.674233+05:30
9739,J4_BORELLA,2026-05-05 01:44:24.659160+05:30,99,3.84,SPEED_BELOW_10,2026-05-05 01:44:30.674233+05:30
9738,J1_KOLLUPITIYA,2026-05-05 01:44:21.903063+05:30,128,4.88,SPEED_BELOW_10,2026-05-05 01:44:30.674233+05:30
9736,J1_KOLLUPITIYA,2026-05-05 01:44:19.890876+05:30,129,9.64,SPEED_BELOW_10,2026-05-05 01:44:20.690928+05:30
9735,J1_KOLLUPITIYA,2026-05-05 01:44:18.883118+05:30,95,8.42,SPEED_BELOW_10,2026-05-05 01:44:20.690928+05:30
9734,J1_KOLLUPITIYA,2026-05-05 01:44:17.617126+05:30,104,7.30,SPEED_BELOW_10,2026-05-05 01:44:20.690928+05:30
9731,J3_TOWN_HALL,2026-05-05 01:44:14.850860+05:30,116,6.66,SPEED_BELOW_10,2026-05-05 01:44:20.666185+05:30
9733,J2_BAMBALAPITIYA,2026-05-05 01:44:14.579571+05:30,146,6.58,SPEED_BELOW_10,2026-05-05 01:44:20.666206+05:30
