id,sensor_id,event_time,processing_time,vehicle_count,avg_speed,ingested_at
61531,J2_BAMBALAPITIYA,2026-05-04 20:10:56.104810+05:30,2026-05-04 20:11:00.003000+05:30,38,44.35,2026-05-04 20:10:56.106000+05:30
61609,J1_KOLLUPITIYA,2026-05-04 20:10:56.103527+05:30,2026-05-04 20:11:00.003000+05:30,36,29.02,2026-05-04 20:10:56.104000+05:30
61608,J4_BORELLA,2026-05-04 20:10:55.576498+05:30,2026-05-04 20:11:00.003000+05:30,39,48.79,2026-05-04 20:10:55.577000+05:30
61560,J3_TOWN_HALL,2026-05-04 20:10:55.574771+05:30,2026-05-04 20:11:00.003000+05:30,46,48.81,2026-05-04 20:10:55.576000+05:30
61530,J2_BAMBALAPITIYA,2026-05-04 20:10:55.572903+05:30,2026-05-04 20:11:00.003000+05:30,40,41.06,2026-05-04 20:10:55.574000+05:30
61607,J1_KOLLUPITIYA,2026-05-04 20:10:55.571508+05:30,2026-05-04 20:11:00.003000+05:30,72,26.87,2026-05-04 20:10:55.572000+05:30
61606,J4_BORELLA,2026-05-04 20:10:55.457079+05:30,2026-05-04 20:11:00.003000+05:30,49,49.92,2026-05-04 20:10:55.458000+05:30
61559,J3_TOWN_HALL,2026-05-04 20:10:55.455207+05:30,2026-05-04 20:11:00.003000+05:30,45,17.72,2026-05-04 20:10:55.456000+05:30
61529,J2_BAMBALAPITIYA,2026-05-04 20:10:55.454065+05:30,2026-05-04 20:11:00.003000+05:30,39,18.23,2026-05-04 20:10:55.455000+05:30
61605,J1_KOLLUPITIYA,2026-05-04 20:10:55.452240+05:30,2026-05-04 20:11:00.003000+05:30,34,57.65,2026-05-04 20:10:55.452000+05:30
61604,J4_BORELLA,2026-05-04 20:10:55.099164+05:30,2026-05-04 20:11:00.003000+05:30,76,22.84,2026-05-04 20:10:55.100000+05:30
61558,J3_TOWN_HALL,2026-05-04 20:10:55.096958+05:30,2026-05-04 20:11:00.003000+05:30,20,45.05,2026-05-04 20:10:55.097000+05:30
61528,J2_BAMBALAPITIYA,2026-05-04 20:10:55.092616+05:30,2026-05-04 20:11:00.003000+05:30,98,3.26,2026-05-04 20:10:55.096000+05:30
61603,J1_KOLLUPITIYA,2026-05-04 20:10:55.091515+05:30,2026-05-04 20:11:00.003000+05:30,79,45.35,2026-05-04 20:10:55.092000+05:30
61602,J4_BORELLA,2026-05-04 20:10:54.546787+05:30,2026-05-04 20:11:00.003000+05:30,48,29.66,2026-05-04 20:10:54.563000+05:30
61557,J3_TOWN_HALL,2026-05-04 20:10:54.516048+05:30,2026-05-04 20:11:00.003000+05:30,40,23.16,2026-05-04 20:10:54.543000+05:30
61527,J2_BAMBALAPITIYA,2026-05-04 20:10:54.485099+05:30,2026-05-04 20:11:00.003000+05:30,36,45.64,2026-05-04 20:10:54.514000+05:30
61601,J1_KOLLUPITIYA,2026-05-04 20:10:54.448121+05:30,2026-05-04 20:11:00.003000+05:30,30,46.03,2026-05-04 20:10:54.482000+05:30
61600,J4_BORELLA,2026-05-04 20:10:54.408928+05:30,2026-05-04 20:11:00.003000+05:30,70,48.60,2026-05-04 20:10:54.414000+05:30
61556,J3_TOWN_HALL,2026-05-04 20:10:54.402617+05:30,2026-05-04 20:11:00.003000+05:30,80,24.98,2026-05-04 20:10:54.408000+05:30
61526,J2_BAMBALAPITIYA,2026-05-04 20:10:54.398878+05:30,2026-05-04 20:11:00.003000+05:30,58,46.68,2026-05-04 20:10:54.400000+05:30
61599,J1_KOLLUPITIYA,2026-05-04 20:10:54.395909+05:30,2026-05-04 20:11:00.003000+05:30,51,29.04,2026-05-04 20:10:54.398000+05:30
61598,J4_BORELLA,2026-05-04 20:10:54.083878+05:30,2026-05-04 20:11:00.003000+05:30,40,30.06,2026-05-04 20:10:54.086000+05:30
61555,J3_TOWN_HALL,2026-05-04 20:10:54.078734+05:30,2026-05-04 20:11:00.003000+05:30,25,49.71,2026-05-04 20:10:54.082000+05:30
61525,J2_BAMBALAPITIYA,2026-05-04 20:10:54.075095+05:30,2026-05-04 20:11:00.003000+05:30,14,22.08,2026-05-04 20:10:54.078000+05:30
61597,J1_KOLLUPITIYA,2026-05-04 20:10:54.073433+05:30,2026-05-04 20:11:00.003000+05:30,66,32.84,2026-05-04 20:10:54.074000+05:30
61596,J4_BORELLA,2026-05-04 20:10:53.418771+05:30,2026-05-04 20:11:00.003000+05:30,79,59.76,2026-05-04 20:10:53.421000+05:30
61554,J3_TOWN_HALL,2026-05-04 20:10:53.416286+05:30,2026-05-04 20:11:00.003000+05:30,19,31.41,2026-05-04 20:10:53.418000+05:30
61524,J2_BAMBALAPITIYA,2026-05-04 20:10:53.408872+05:30,2026-05-04 20:11:00.003000+05:30,57,15.54,2026-05-04 20:10:53.414000+05:30
61594,J1_KOLLUPITIYA,2026-05-04 20:10:53.397738+05:30,2026-05-04 20:11:00.003000+05:30,48,49.79,2026-05-04 20:10:53.408000+05:30
61595,J4_BORELLA,2026-05-04 20:10:53.384195+05:30,2026-05-04 20:11:00.003000+05:30,58,46.35,2026-05-04 20:10:53.392000+05:30
61553,J3_TOWN_HALL,2026-05-04 20:10:53.380487+05:30,2026-05-04 20:11:00.003000+05:30,60,58.74,2026-05-04 20:10:53.383000+05:30
61523,J2_BAMBALAPITIYA,2026-05-04 20:10:53.371440+05:30,2026-05-04 20:11:00.003000+05:30,51,44.94,2026-05-04 20:10:53.379000+05:30
61593,J1_KOLLUPITIYA,2026-05-04 20:10:53.361558+05:30,2026-05-04 20:11:00.003000+05:30,11,28.70,2026-05-04 20:10:53.370000+05:30
61592,J4_BORELLA,2026-05-04 20:10:53.065318+05:30,2026-05-04 20:11:00.003000+05:30,18,23.26,2026-05-04 20:10:53.067000+05:30
61552,J3_TOWN_HALL,2026-05-04 20:10:53.061723+05:30,2026-05-04 20:11:00.003000+05:30,33,58.66,2026-05-04 20:10:53.064000+05:30
61522,J2_BAMBALAPITIYA,2026-05-04 20:10:53.056821+05:30,2026-05-04 20:11:00.003000+05:30,42,42.11,2026-05-04 20:10:53.058000+05:30
61591,J1_KOLLUPITIYA,2026-05-04 20:10:53.050357+05:30,2026-05-04 20:11:00.003000+05:30,13,17.00,2026-05-04 20:10:53.053000+05:30
61590,J4_BORELLA,2026-05-04 20:10:52.356087+05:30,2026-05-04 20:11:00.003000+05:30,95,6.27,2026-05-04 20:10:52.369000+05:30
61551,J3_TOWN_HALL,2026-05-04 20:10:52.353636+05:30,2026-05-04 20:11:00.003000+05:30,27,48.02,2026-05-04 20:10:52.355000+05:30
61589,J4_BORELLA,2026-05-04 20:10:52.352866+05:30,2026-05-04 20:11:00.003000+05:30,36,34.76,2026-05-04 20:10:52.356000+05:30
61550,J3_TOWN_HALL,2026-05-04 20:10:52.346499+05:30,2026-05-04 20:11:00.003000+05:30,31,25.72,2026-05-04 20:10:52.351000+05:30
61521,J2_BAMBALAPITIYA,2026-05-04 20:10:52.340108+05:30,2026-05-04 20:11:00.003000+05:30,146,2.04,2026-05-04 20:10:52.353000+05:30
61520,J2_BAMBALAPITIYA,2026-05-04 20:10:52.339194+05:30,2026-05-04 20:11:00.003000+05:30,78,24.59,2026-05-04 20:10:52.342000+05:30
61588,J1_KOLLUPITIYA,2026-05-04 20:10:52.334987+05:30,2026-05-04 20:11:00.003000+05:30,28,39.97,2026-05-04 20:10:52.339000+05:30
61587,J1_KOLLUPITIYA,2026-05-04 20:10:52.333920+05:30,2026-05-04 20:11:00.003000+05:30,19,22.69,2026-05-04 20:10:52.338000+05:30
61586,J4_BORELLA,2026-05-04 20:10:52.042624+05:30,2026-05-04 20:11:00.003000+05:30,58,56.62,2026-05-04 20:10:52.045000+05:30
61549,J3_TOWN_HALL,2026-05-04 20:10:52.038700+05:30,2026-05-04 20:11:00.003000+05:30,44,18.02,2026-05-04 20:10:52.040000+05:30
61519,J2_BAMBALAPITIYA,2026-05-04 20:10:52.034124+05:30,2026-05-04 20:11:00.003000+05:30,77,45.89,2026-05-04 20:10:52.036000+05:30
61585,J1_KOLLUPITIYA,2026-05-04 20:10:52.030821+05:30,2026-05-04 20:11:00.003000+05:30,39,55.23,2026-05-04 20:10:52.032000+05:30
61584,J4_BORELLA,2026-05-04 20:10:51.329704+05:30,2026-05-04 20:11:00.003000+05:30,77,29.57,2026-05-04 20:10:51.333000+05:30
61548,J3_TOWN_HALL,2026-05-04 20:10:51.318975+05:30,2026-05-04 20:11:00.003000+05:30,44,40.50,2026-05-04 20:10:51.323000+05:30
61583,J4_BORELLA,2026-05-04 20:10:51.316983+05:30,2026-05-04 20:11:00.003000+05:30,18,39.11,2026-05-04 20:10:51.325000+05:30
61518,J2_BAMBALAPITIYA,2026-05-04 20:10:51.314033+05:30,2026-05-04 20:11:00.003000+05:30,65,53.87,2026-05-04 20:10:51.318000+05:30
61547,J3_TOWN_HALL,2026-05-04 20:10:51.312822+05:30,2026-05-04 20:11:00.003000+05:30,64,38.75,2026-05-04 20:10:51.315000+05:30
61517,J2_BAMBALAPITIYA,2026-05-04 20:10:51.307755+05:30,2026-05-04 20:11:00.003000+05:30,48,50.50,2026-05-04 20:10:51.309000+05:30
61582,J1_KOLLUPITIYA,2026-05-04 20:10:51.307267+05:30,2026-05-04 20:11:00.003000+05:30,29,45.06,2026-05-04 20:10:51.313000+05:30
61581,J1_KOLLUPITIYA,2026-05-04 20:10:51.304186+05:30,2026-05-04 20:11:00.003000+05:30,73,27.66,2026-05-04 20:10:51.305000+05:30
61580,J4_BORELLA,2026-05-04 20:10:51.011404+05:30,2026-05-04 20:11:00.003000+05:30,67,39.71,2026-05-04 20:10:51.019000+05:30
61546,J3_TOWN_HALL,2026-05-04 20:10:51.007709+05:30,2026-05-04 20:11:00.003000+05:30,38,35.36,2026-05-04 20:10:51.010000+05:30
61516,J2_BAMBALAPITIYA,2026-05-04 20:10:51.004663+05:30,2026-05-04 20:11:00.003000+05:30,50,17.06,2026-05-04 20:10:51.007000+05:30
61579,J1_KOLLUPITIYA,2026-05-04 20:10:51.003075+05:30,2026-05-04 20:11:00.003000+05:30,36,27.54,2026-05-04 20:10:51.004000+05:30
61578,J4_BORELLA,2026-05-04 20:10:50.303455+05:30,2026-05-04 20:11:00.003000+05:30,16,58.82,2026-05-04 20:10:50.305000+05:30
61545,J3_TOWN_HALL,2026-05-04 20:10:50.300735+05:30,2026-05-04 20:11:00.003000+05:30,35,23.60,2026-05-04 20:10:50.301000+05:30
61577,J4_BORELLA,2026-05-04 20:10:50.300229+05:30,2026-05-04 20:11:00.003000+05:30,21,29.91,2026-05-04 20:10:50.302000+05:30
61515,J2_BAMBALAPITIYA,2026-05-04 20:10:50.298440+05:30,2026-05-04 20:11:00.003000+05:30,71,59.29,2026-05-04 20:10:50.299000+05:30
61544,J3_TOWN_HALL,2026-05-04 20:10:50.295337+05:30,2026-05-04 20:11:00.003000+05:30,14,57.53,2026-05-04 20:10:50.299000+05:30
61576,J1_KOLLUPITIYA,2026-05-04 20:10:50.294998+05:30,2026-05-04 20:11:00.003000+05:30,14,56.43,2026-05-04 20:10:50.295000+05:30
61514,J2_BAMBALAPITIYA,2026-05-04 20:10:50.292644+05:30,2026-05-04 20:11:00.003000+05:30,66,59.49,2026-05-04 20:10:50.294000+05:30
61575,J1_KOLLUPITIYA,2026-05-04 20:10:50.290741+05:30,2026-05-04 20:11:00.003000+05:30,68,51.60,2026-05-04 20:10:50.292000+05:30
61574,J4_BORELLA,2026-05-04 20:10:49.991828+05:30,2026-05-04 20:11:00.003000+05:30,60,45.85,2026-05-04 20:10:49.997000+05:30
61543,J3_TOWN_HALL,2026-05-04 20:10:49.989823+05:30,2026-05-04 20:11:00.003000+05:30,75,23.45,2026-05-04 20:10:49.991000+05:30
61513,J2_BAMBALAPITIYA,2026-05-04 20:10:49.987691+05:30,2026-05-04 20:11:00.003000+05:30,46,58.90,2026-05-04 20:10:49.989000+05:30
61573,J1_KOLLUPITIYA,2026-05-04 20:10:49.986369+05:30,2026-05-04 20:11:00.003000+05:30,52,19.47,2026-05-04 20:10:49.987000+05:30
61512,J4_BORELLA,2026-05-04 20:10:49.291243+05:30,2026-05-04 20:10:50.003000+05:30,70,18.82,2026-05-04 20:10:49.292000+05:30
61455,J3_TOWN_HALL,2026-05-04 20:10:49.288181+05:30,2026-05-04 20:10:50.003000+05:30,106,6.48,2026-05-04 20:10:49.290000+05:30
61511,J4_BORELLA,2026-05-04 20:10:49.288143+05:30,2026-05-04 20:10:50.003000+05:30,25,42.97,2026-05-04 20:10:49.289000+05:30
61450,J3_TOWN_HALL,2026-05-04 20:10:49.286844+05:30,2026-05-04 20:10:50.003000+05:30,10,50.16,2026-05-04 20:10:49.287000+05:30
61463,J2_BAMBALAPITIYA,2026-05-04 20:10:49.286587+05:30,2026-05-04 20:10:50.003000+05:30,57,30.21,2026-05-04 20:10:49.287000+05:30
61510,J1_KOLLUPITIYA,2026-05-04 20:10:49.285648+05:30,2026-05-04 20:10:50.003000+05:30,19,45.77,2026-05-04 20:10:49.286000+05:30
61461,J2_BAMBALAPITIYA,2026-05-04 20:10:49.284887+05:30,2026-05-04 20:10:50.003000+05:30,21,47.48,2026-05-04 20:10:49.286000+05:30
61509,J1_KOLLUPITIYA,2026-05-04 20:10:49.284040+05:30,2026-05-04 20:10:50.003000+05:30,34,56.78,2026-05-04 20:10:49.284000+05:30
61508,J4_BORELLA,2026-05-04 20:10:48.982788+05:30,2026-05-04 20:10:50.003000+05:30,41,55.78,2026-05-04 20:10:48.983000+05:30
61447,J3_TOWN_HALL,2026-05-04 20:10:48.981620+05:30,2026-05-04 20:10:50.003000+05:30,44,19.41,2026-05-04 20:10:48.982000+05:30
61459,J2_BAMBALAPITIYA,2026-05-04 20:10:48.980034+05:30,2026-05-04 20:10:50.003000+05:30,77,44.46,2026-05-04 20:10:48.981000+05:30
61507,J1_KOLLUPITIYA,2026-05-04 20:10:48.979190+05:30,2026-05-04 20:10:50.003000+05:30,19,41.64,2026-05-04 20:10:48.979000+05:30
61505,J4_BORELLA,2026-05-04 20:10:48.282666+05:30,2026-05-04 20:10:50.003000+05:30,10,31.13,2026-05-04 20:10:48.283000+05:30
61506,J4_BORELLA,2026-05-04 20:10:48.282148+05:30,2026-05-04 20:10:50.003000+05:30,17,33.00,2026-05-04 20:10:48.283000+05:30
61445,J3_TOWN_HALL,2026-05-04 20:10:48.281444+05:30,2026-05-04 20:10:50.003000+05:30,53,19.70,2026-05-04 20:10:48.282000+05:30
61443,J3_TOWN_HALL,2026-05-04 20:10:48.280632+05:30,2026-05-04 20:10:50.003000+05:30,21,31.66,2026-05-04 20:10:48.281000+05:30
61454,J2_BAMBALAPITIYA,2026-05-04 20:10:48.279990+05:30,2026-05-04 20:10:50.003000+05:30,43,39.97,2026-05-04 20:10:48.281000+05:30
61504,J1_KOLLUPITIYA,2026-05-04 20:10:48.279218+05:30,2026-05-04 20:10:50.003000+05:30,13,51.88,2026-05-04 20:10:48.279000+05:30
61452,J2_BAMBALAPITIYA,2026-05-04 20:10:48.278802+05:30,2026-05-04 20:10:50.003000+05:30,33,39.33,2026-05-04 20:10:48.279000+05:30
61503,J1_KOLLUPITIYA,2026-05-04 20:10:48.275494+05:30,2026-05-04 20:10:50.003000+05:30,43,58.67,2026-05-04 20:10:48.277000+05:30
61502,J4_BORELLA,2026-05-04 20:10:47.975188+05:30,2026-05-04 20:10:50.003000+05:30,63,30.69,2026-05-04 20:10:47.975000+05:30
61440,J3_TOWN_HALL,2026-05-04 20:10:47.973175+05:30,2026-05-04 20:10:50.003000+05:30,15,17.15,2026-05-04 20:10:47.973000+05:30
61451,J2_BAMBALAPITIYA,2026-05-04 20:10:47.971313+05:30,2026-05-04 20:10:50.003000+05:30,19,24.15,2026-05-04 20:10:47.971000+05:30
61501,J1_KOLLUPITIYA,2026-05-04 20:10:47.970379+05:30,2026-05-04 20:10:50.003000+05:30,36,20.33,2026-05-04 20:10:47.971000+05:30
61500,J4_BORELLA,2026-05-04 20:10:47.272953+05:30,2026-05-04 20:10:50.003000+05:30,79,42.33,2026-05-04 20:10:47.274000+05:30
61438,J3_TOWN_HALL,2026-05-04 20:10:47.269465+05:30,2026-05-04 20:10:50.003000+05:30,73,38.67,2026-05-04 20:10:47.272000+05:30
61448,J2_BAMBALAPITIYA,2026-05-04 20:10:47.265341+05:30,2026-05-04 20:10:50.003000+05:30,44,20.64,2026-05-04 20:10:47.269000+05:30
61499,J4_BORELLA,2026-05-04 20:10:47.262289+05:30,2026-05-04 20:10:50.003000+05:30,43,57.61,2026-05-04 20:10:47.274000+05:30
61436,J3_TOWN_HALL,2026-05-04 20:10:47.248989+05:30,2026-05-04 20:10:50.003000+05:30,18,53.19,2026-05-04 20:10:47.261000+05:30
61498,J1_KOLLUPITIYA,2026-05-04 20:10:47.248804+05:30,2026-05-04 20:10:50.003000+05:30,37,41.23,2026-05-04 20:10:47.263000+05:30
61446,J2_BAMBALAPITIYA,2026-05-04 20:10:47.235065+05:30,2026-05-04 20:10:50.003000+05:30,50,52.11,2026-05-04 20:10:47.248000+05:30
61497,J1_KOLLUPITIYA,2026-05-04 20:10:47.224486+05:30,2026-05-04 20:10:50.003000+05:30,40,41.84,2026-05-04 20:10:47.234000+05:30
61496,J4_BORELLA,2026-05-04 20:10:46.967709+05:30,2026-05-04 20:10:50.003000+05:30,17,43.22,2026-05-04 20:10:46.968000+05:30
61434,J3_TOWN_HALL,2026-05-04 20:10:46.965889+05:30,2026-05-04 20:10:50.003000+05:30,71,37.94,2026-05-04 20:10:46.967000+05:30
61444,J2_BAMBALAPITIYA,2026-05-04 20:10:46.964894+05:30,2026-05-04 20:10:50.003000+05:30,58,40.29,2026-05-04 20:10:46.965000+05:30
61495,J1_KOLLUPITIYA,2026-05-04 20:10:46.964084+05:30,2026-05-04 20:10:50.003000+05:30,61,57.20,2026-05-04 20:10:46.964000+05:30
61494,J4_BORELLA,2026-05-04 20:10:46.234905+05:30,2026-05-04 20:10:50.003000+05:30,18,58.28,2026-05-04 20:10:46.236000+05:30
61433,J3_TOWN_HALL,2026-05-04 20:10:46.233443+05:30,2026-05-04 20:10:50.003000+05:30,47,27.60,2026-05-04 20:10:46.234000+05:30
61441,J2_BAMBALAPITIYA,2026-05-04 20:10:46.231903+05:30,2026-05-04 20:10:50.003000+05:30,78,56.13,2026-05-04 20:10:46.233000+05:30
61493,J1_KOLLUPITIYA,2026-05-04 20:10:46.230834+05:30,2026-05-04 20:10:50.003000+05:30,28,26.16,2026-05-04 20:10:46.231000+05:30
61492,J4_BORELLA,2026-05-04 20:10:46.214432+05:30,2026-05-04 20:10:50.003000+05:30,72,35.97,2026-05-04 20:10:46.215000+05:30
61432,J3_TOWN_HALL,2026-05-04 20:10:46.212600+05:30,2026-05-04 20:10:50.003000+05:30,35,33.91,2026-05-04 20:10:46.214000+05:30
61439,J2_BAMBALAPITIYA,2026-05-04 20:10:46.211433+05:30,2026-05-04 20:10:50.003000+05:30,76,44.68,2026-05-04 20:10:46.212000+05:30
61491,J1_KOLLUPITIYA,2026-05-04 20:10:46.210545+05:30,2026-05-04 20:10:50.003000+05:30,58,22.40,2026-05-04 20:10:46.211000+05:30
61490,J4_BORELLA,2026-05-04 20:10:45.961562+05:30,2026-05-04 20:10:50.003000+05:30,70,53.43,2026-05-04 20:10:45.962000+05:30
61430,J3_TOWN_HALL,2026-05-04 20:10:45.959146+05:30,2026-05-04 20:10:50.003000+05:30,50,34.26,2026-05-04 20:10:45.961000+05:30
61437,J2_BAMBALAPITIYA,2026-05-04 20:10:45.955943+05:30,2026-05-04 20:10:50.003000+05:30,14,42.14,2026-05-04 20:10:45.957000+05:30
61489,J1_KOLLUPITIYA,2026-05-04 20:10:45.954934+05:30,2026-05-04 20:10:50.003000+05:30,60,56.19,2026-05-04 20:10:45.955000+05:30
61488,J4_BORELLA,2026-05-04 20:10:45.225641+05:30,2026-05-04 20:10:50.003000+05:30,64,35.24,2026-05-04 20:10:45.228000+05:30
61426,J3_TOWN_HALL,2026-05-04 20:10:45.222802+05:30,2026-05-04 20:10:50.003000+05:30,22,46.31,2026-05-04 20:10:45.224000+05:30
