id,sensor_id,event_time,processing_time,vehicle_count,avg_speed,ingested_at
200959,J2_BAMBALAPITIYA,2026-05-05 01:49:06.544866+05:30,2026-05-05 01:49:10.002000+05:30,11,44.49,2026-05-05 01:49:06.546000+05:30
200977,J1_KOLLUPITIYA,2026-05-05 01:49:06.543689+05:30,2026-05-05 01:49:10.002000+05:30,50,32.91,2026-05-05 01:49:06.544000+05:30
200976,J4_BORELLA,2026-05-05 01:49:06.111440+05:30,2026-05-05 01:49:10.002000+05:30,40,30.10,2026-05-05 01:49:06.113000+05:30
201017,J3_TOWN_HALL,2026-05-05 01:49:06.110604+05:30,2026-05-05 01:49:10.002000+05:30,48,54.41,2026-05-05 01:49:06.111000+05:30
200956,J2_BAMBALAPITIYA,2026-05-05 01:49:06.107283+05:30,2026-05-05 01:49:10.002000+05:30,119,7.46,2026-05-05 01:49:06.110000+05:30
200974,J1_KOLLUPITIYA,2026-05-05 01:49:06.106144+05:30,2026-05-05 01:49:10.002000+05:30,52,44.74,2026-05-05 01:49:06.106000+05:30
200972,J4_BORELLA,2026-05-05 01:49:05.544601+05:30,2026-05-05 01:49:10.002000+05:30,141,5.52,2026-05-05 01:49:05.545000+05:30
200969,J4_BORELLA,2026-05-05 01:49:05.542430+05:30,2026-05-05 01:49:10.002000+05:30,37,41.03,2026-05-05 01:49:05.542000+05:30
201016,J3_TOWN_HALL,2026-05-05 01:49:05.542222+05:30,2026-05-05 01:49:10.002000+05:30,104,2.30,2026-05-05 01:49:05.544000+05:30
201015,J3_TOWN_HALL,2026-05-05 01:49:05.541676+05:30,2026-05-05 01:49:10.002000+05:30,70,52.24,2026-05-05 01:49:05.542000+05:30
200954,J2_BAMBALAPITIYA,2026-05-05 01:49:05.540917+05:30,2026-05-05 01:49:10.002000+05:30,11,46.92,2026-05-05 01:49:05.541000+05:30
200965,J1_KOLLUPITIYA,2026-05-05 01:49:05.539949+05:30,2026-05-05 01:49:10.002000+05:30,11,42.92,2026-05-05 01:49:05.540000+05:30
200952,J2_BAMBALAPITIYA,2026-05-05 01:49:05.538921+05:30,2026-05-05 01:49:10.002000+05:30,98,5.00,2026-05-05 01:49:05.541000+05:30
200962,J1_KOLLUPITIYA,2026-05-05 01:49:05.538226+05:30,2026-05-05 01:49:10.002000+05:30,49,50.93,2026-05-05 01:49:05.538000+05:30
200960,J4_BORELLA,2026-05-05 01:49:05.103525+05:30,2026-05-05 01:49:10.002000+05:30,21,54.92,2026-05-05 01:49:05.104000+05:30
201014,J3_TOWN_HALL,2026-05-05 01:49:05.102856+05:30,2026-05-05 01:49:10.002000+05:30,55,28.48,2026-05-05 01:49:05.103000+05:30
200949,J2_BAMBALAPITIYA,2026-05-05 01:49:05.102252+05:30,2026-05-05 01:49:10.002000+05:30,37,44.87,2026-05-05 01:49:05.102000+05:30
200958,J1_KOLLUPITIYA,2026-05-05 01:49:05.101642+05:30,2026-05-05 01:49:10.002000+05:30,39,29.44,2026-05-05 01:49:05.102000+05:30
200957,J4_BORELLA,2026-05-05 01:49:04.536301+05:30,2026-05-05 01:49:10.002000+05:30,63,40.95,2026-05-05 01:49:04.538000+05:30
200955,J4_BORELLA,2026-05-05 01:49:04.533248+05:30,2026-05-05 01:49:10.002000+05:30,71,38.08,2026-05-05 01:49:04.535000+05:30
201012,J3_TOWN_HALL,2026-05-05 01:49:04.532054+05:30,2026-05-05 01:49:10.002000+05:30,20,43.66,2026-05-05 01:49:04.532000+05:30
201013,J3_TOWN_HALL,2026-05-05 01:49:04.531924+05:30,2026-05-05 01:49:10.002000+05:30,131,7.78,2026-05-05 01:49:04.536000+05:30
200939,J2_BAMBALAPITIYA,2026-05-05 01:49:04.529975+05:30,2026-05-05 01:49:10.002000+05:30,24,18.29,2026-05-05 01:49:04.530000+05:30
200937,J2_BAMBALAPITIYA,2026-05-05 01:49:04.529822+05:30,2026-05-05 01:49:10.002000+05:30,47,17.64,2026-05-05 01:49:04.531000+05:30
200953,J1_KOLLUPITIYA,2026-05-05 01:49:04.529374+05:30,2026-05-05 01:49:10.002000+05:30,62,57.71,2026-05-05 01:49:04.529000+05:30
200951,J1_KOLLUPITIYA,2026-05-05 01:49:04.528849+05:30,2026-05-05 01:49:10.002000+05:30,65,32.78,2026-05-05 01:49:04.529000+05:30
200950,J4_BORELLA,2026-05-05 01:49:04.098628+05:30,2026-05-05 01:49:10.002000+05:30,28,55.98,2026-05-05 01:49:04.099000+05:30
201011,J3_TOWN_HALL,2026-05-05 01:49:04.097427+05:30,2026-05-05 01:49:10.002000+05:30,45,31.92,2026-05-05 01:49:04.098000+05:30
200935,J2_BAMBALAPITIYA,2026-05-05 01:49:04.096010+05:30,2026-05-05 01:49:10.002000+05:30,65,46.03,2026-05-05 01:49:04.096000+05:30
200948,J1_KOLLUPITIYA,2026-05-05 01:49:04.095370+05:30,2026-05-05 01:49:10.002000+05:30,78,59.06,2026-05-05 01:49:04.095000+05:30
200947,J4_BORELLA,2026-05-05 01:49:03.527349+05:30,2026-05-05 01:49:10.002000+05:30,76,17.74,2026-05-05 01:49:03.527000+05:30
200946,J4_BORELLA,2026-05-05 01:49:03.526340+05:30,2026-05-05 01:49:10.002000+05:30,36,31.49,2026-05-05 01:49:03.527000+05:30
201010,J3_TOWN_HALL,2026-05-05 01:49:03.526053+05:30,2026-05-05 01:49:10.002000+05:30,29,35.93,2026-05-05 01:49:03.526000+05:30
201009,J3_TOWN_HALL,2026-05-05 01:49:03.524864+05:30,2026-05-05 01:49:10.002000+05:30,38,53.55,2026-05-05 01:49:03.526000+05:30
200932,J2_BAMBALAPITIYA,2026-05-05 01:49:03.523833+05:30,2026-05-05 01:49:10.002000+05:30,76,54.65,2026-05-05 01:49:03.524000+05:30
200934,J2_BAMBALAPITIYA,2026-05-05 01:49:03.523724+05:30,2026-05-05 01:49:10.002000+05:30,49,33.52,2026-05-05 01:49:03.525000+05:30
200945,J1_KOLLUPITIYA,2026-05-05 01:49:03.522888+05:30,2026-05-05 01:49:10.002000+05:30,30,31.75,2026-05-05 01:49:03.523000+05:30
200944,J1_KOLLUPITIYA,2026-05-05 01:49:03.521873+05:30,2026-05-05 01:49:10.002000+05:30,41,52.14,2026-05-05 01:49:03.522000+05:30
200943,J4_BORELLA,2026-05-05 01:49:03.093083+05:30,2026-05-05 01:49:10.002000+05:30,36,31.72,2026-05-05 01:49:03.093000+05:30
201008,J3_TOWN_HALL,2026-05-05 01:49:03.092046+05:30,2026-05-05 01:49:10.002000+05:30,51,56.39,2026-05-05 01:49:03.092000+05:30
200930,J2_BAMBALAPITIYA,2026-05-05 01:49:03.090096+05:30,2026-05-05 01:49:10.002000+05:30,23,32.97,2026-05-05 01:49:03.091000+05:30
200942,J1_KOLLUPITIYA,2026-05-05 01:49:03.089280+05:30,2026-05-05 01:49:10.002000+05:30,42,39.88,2026-05-05 01:49:03.089000+05:30
200941,J4_BORELLA,2026-05-05 01:49:02.519996+05:30,2026-05-05 01:49:10.002000+05:30,13,28.07,2026-05-05 01:49:02.520000+05:30
201007,J3_TOWN_HALL,2026-05-05 01:49:02.517973+05:30,2026-05-05 01:49:10.002000+05:30,43,19.99,2026-05-05 01:49:02.519000+05:30
200940,J4_BORELLA,2026-05-05 01:49:02.517936+05:30,2026-05-05 01:49:10.002000+05:30,49,25.76,2026-05-05 01:49:02.520000+05:30
201006,J3_TOWN_HALL,2026-05-05 01:49:02.516717+05:30,2026-05-05 01:49:10.002000+05:30,23,42.93,2026-05-05 01:49:02.517000+05:30
200929,J2_BAMBALAPITIYA,2026-05-05 01:49:02.516632+05:30,2026-05-05 01:49:10.002000+05:30,20,18.59,2026-05-05 01:49:02.517000+05:30
200938,J1_KOLLUPITIYA,2026-05-05 01:49:02.516058+05:30,2026-05-05 01:49:10.002000+05:30,55,46.77,2026-05-05 01:49:02.516000+05:30
200927,J2_BAMBALAPITIYA,2026-05-05 01:49:02.515778+05:30,2026-05-05 01:49:10.002000+05:30,49,47.00,2026-05-05 01:49:02.516000+05:30
200936,J1_KOLLUPITIYA,2026-05-05 01:49:02.515082+05:30,2026-05-05 01:49:10.002000+05:30,30,30.87,2026-05-05 01:49:02.515000+05:30
200933,J4_BORELLA,2026-05-05 01:49:02.086222+05:30,2026-05-05 01:49:10.002000+05:30,12,58.44,2026-05-05 01:49:02.087000+05:30
201005,J3_TOWN_HALL,2026-05-05 01:49:02.083967+05:30,2026-05-05 01:49:10.002000+05:30,26,17.66,2026-05-05 01:49:02.084000+05:30
200925,J2_BAMBALAPITIYA,2026-05-05 01:49:02.081208+05:30,2026-05-05 01:49:10.002000+05:30,46,45.52,2026-05-05 01:49:02.082000+05:30
200931,J1_KOLLUPITIYA,2026-05-05 01:49:02.080087+05:30,2026-05-05 01:49:10.002000+05:30,47,28.05,2026-05-05 01:49:02.080000+05:30
200928,J4_BORELLA,2026-05-05 01:49:01.514576+05:30,2026-05-05 01:49:10.002000+05:30,45,47.66,2026-05-05 01:49:01.515000+05:30
201004,J3_TOWN_HALL,2026-05-05 01:49:01.513535+05:30,2026-05-05 01:49:10.002000+05:30,35,56.71,2026-05-05 01:49:01.514000+05:30
200926,J4_BORELLA,2026-05-05 01:49:01.512800+05:30,2026-05-05 01:49:10.002000+05:30,36,47.18,2026-05-05 01:49:01.513000+05:30
200922,J2_BAMBALAPITIYA,2026-05-05 01:49:01.512037+05:30,2026-05-05 01:49:10.002000+05:30,48,25.64,2026-05-05 01:49:01.512000+05:30
201003,J3_TOWN_HALL,2026-05-05 01:49:01.511699+05:30,2026-05-05 01:49:10.002000+05:30,43,53.94,2026-05-05 01:49:01.512000+05:30
200924,J1_KOLLUPITIYA,2026-05-05 01:49:01.509657+05:30,2026-05-05 01:49:10.002000+05:30,148,8.44,2026-05-05 01:49:01.511000+05:30
200918,J2_BAMBALAPITIYA,2026-05-05 01:49:01.509251+05:30,2026-05-05 01:49:10.002000+05:30,53,20.20,2026-05-05 01:49:01.510000+05:30
200923,J1_KOLLUPITIYA,2026-05-05 01:49:01.508596+05:30,2026-05-05 01:49:10.002000+05:30,34,56.23,2026-05-05 01:49:01.509000+05:30
200921,J4_BORELLA,2026-05-05 01:49:01.076470+05:30,2026-05-05 01:49:10.002000+05:30,18,45.90,2026-05-05 01:49:01.077000+05:30
201002,J3_TOWN_HALL,2026-05-05 01:49:01.075276+05:30,2026-05-05 01:49:10.002000+05:30,75,49.14,2026-05-05 01:49:01.076000+05:30
200915,J2_BAMBALAPITIYA,2026-05-05 01:49:01.073940+05:30,2026-05-05 01:49:10.002000+05:30,72,24.56,2026-05-05 01:49:01.075000+05:30
200920,J1_KOLLUPITIYA,2026-05-05 01:49:01.072818+05:30,2026-05-05 01:49:10.002000+05:30,15,32.94,2026-05-05 01:49:01.073000+05:30
200919,J4_BORELLA,2026-05-05 01:49:00.498828+05:30,2026-05-05 01:49:10.002000+05:30,79,37.17,2026-05-05 01:49:00.499000+05:30
200917,J4_BORELLA,2026-05-05 01:49:00.498216+05:30,2026-05-05 01:49:10.002000+05:30,33,41.10,2026-05-05 01:49:00.500000+05:30
201001,J3_TOWN_HALL,2026-05-05 01:49:00.495899+05:30,2026-05-05 01:49:10.002000+05:30,76,54.02,2026-05-05 01:49:00.497000+05:30
201000,J3_TOWN_HALL,2026-05-05 01:49:00.494744+05:30,2026-05-05 01:49:10.002000+05:30,61,28.74,2026-05-05 01:49:00.496000+05:30
200913,J2_BAMBALAPITIYA,2026-05-05 01:49:00.494155+05:30,2026-05-05 01:49:10.002000+05:30,21,25.38,2026-05-05 01:49:00.495000+05:30
200911,J2_BAMBALAPITIYA,2026-05-05 01:49:00.493760+05:30,2026-05-05 01:49:10.002000+05:30,56,46.75,2026-05-05 01:49:00.494000+05:30
200914,J1_KOLLUPITIYA,2026-05-05 01:49:00.491791+05:30,2026-05-05 01:49:10.002000+05:30,59,47.91,2026-05-05 01:49:00.492000+05:30
200916,J1_KOLLUPITIYA,2026-05-05 01:49:00.491371+05:30,2026-05-05 01:49:10.002000+05:30,113,3.90,2026-05-05 01:49:00.493000+05:30
200912,J4_BORELLA,2026-05-05 01:49:00.069492+05:30,2026-05-05 01:49:10.002000+05:30,65,24.97,2026-05-05 01:49:00.070000+05:30
200999,J3_TOWN_HALL,2026-05-05 01:49:00.067413+05:30,2026-05-05 01:49:10.002000+05:30,60,52.27,2026-05-05 01:49:00.068000+05:30
200909,J2_BAMBALAPITIYA,2026-05-05 01:49:00.064993+05:30,2026-05-05 01:49:10.002000+05:30,67,49.81,2026-05-05 01:49:00.065000+05:30
200910,J1_KOLLUPITIYA,2026-05-05 01:49:00.064102+05:30,2026-05-05 01:49:10.002000+05:30,66,29.83,2026-05-05 01:49:00.064000+05:30
200908,J4_BORELLA,2026-05-05 01:48:59.490496+05:30,2026-05-05 01:49:00.002000+05:30,10,34.87,2026-05-05 01:48:59.490000+05:30
200904,J3_TOWN_HALL,2026-05-05 01:48:59.489912+05:30,2026-05-05 01:49:00.002000+05:30,59,58.35,2026-05-05 01:48:59.490000+05:30
200907,J4_BORELLA,2026-05-05 01:48:59.488584+05:30,2026-05-05 01:49:00.002000+05:30,22,19.54,2026-05-05 01:48:59.489000+05:30
200902,J3_TOWN_HALL,2026-05-05 01:48:59.487843+05:30,2026-05-05 01:49:00.002000+05:30,49,21.30,2026-05-05 01:48:59.488000+05:30
200859,J2_BAMBALAPITIYA,2026-05-05 01:48:59.486533+05:30,2026-05-05 01:49:00.002000+05:30,28,25.63,2026-05-05 01:48:59.487000+05:30
200862,J2_BAMBALAPITIYA,2026-05-05 01:48:59.485235+05:30,2026-05-05 01:49:00.002000+05:30,141,7.69,2026-05-05 01:48:59.488000+05:30
200906,J1_KOLLUPITIYA,2026-05-05 01:48:59.483156+05:30,2026-05-05 01:49:00.002000+05:30,13,58.17,2026-05-05 01:48:59.484000+05:30
200905,J1_KOLLUPITIYA,2026-05-05 01:48:59.483082+05:30,2026-05-05 01:49:00.002000+05:30,42,58.66,2026-05-05 01:48:59.484000+05:30
200903,J4_BORELLA,2026-05-05 01:48:59.060796+05:30,2026-05-05 01:49:00.002000+05:30,33,28.71,2026-05-05 01:48:59.061000+05:30
200900,J3_TOWN_HALL,2026-05-05 01:48:59.059155+05:30,2026-05-05 01:49:00.002000+05:30,63,39.22,2026-05-05 01:48:59.060000+05:30
200857,J2_BAMBALAPITIYA,2026-05-05 01:48:59.058475+05:30,2026-05-05 01:49:00.002000+05:30,41,21.01,2026-05-05 01:48:59.059000+05:30
200901,J1_KOLLUPITIYA,2026-05-05 01:48:59.057847+05:30,2026-05-05 01:49:00.002000+05:30,37,25.62,2026-05-05 01:48:59.058000+05:30
200899,J4_BORELLA,2026-05-05 01:48:58.480678+05:30,2026-05-05 01:49:00.002000+05:30,77,31.74,2026-05-05 01:48:58.481000+05:30
200897,J4_BORELLA,2026-05-05 01:48:58.480271+05:30,2026-05-05 01:49:00.002000+05:30,46,16.52,2026-05-05 01:48:58.480000+05:30
200898,J3_TOWN_HALL,2026-05-05 01:48:58.479708+05:30,2026-05-05 01:49:00.002000+05:30,63,19.63,2026-05-05 01:48:58.480000+05:30
200896,J3_TOWN_HALL,2026-05-05 01:48:58.479054+05:30,2026-05-05 01:49:00.002000+05:30,44,36.67,2026-05-05 01:48:58.479000+05:30
200853,J2_BAMBALAPITIYA,2026-05-05 01:48:58.477384+05:30,2026-05-05 01:49:00.002000+05:30,36,18.30,2026-05-05 01:48:58.477000+05:30
200855,J2_BAMBALAPITIYA,2026-05-05 01:48:58.477215+05:30,2026-05-05 01:49:00.002000+05:30,32,42.77,2026-05-05 01:48:58.478000+05:30
200895,J1_KOLLUPITIYA,2026-05-05 01:48:58.476122+05:30,2026-05-05 01:49:00.002000+05:30,50,27.03,2026-05-05 01:48:58.476000+05:30
200893,J1_KOLLUPITIYA,2026-05-05 01:48:58.475557+05:30,2026-05-05 01:49:00.002000+05:30,70,22.72,2026-05-05 01:48:58.476000+05:30
200891,J4_BORELLA,2026-05-05 01:48:58.053930+05:30,2026-05-05 01:49:00.002000+05:30,33,35.65,2026-05-05 01:48:58.055000+05:30
200894,J3_TOWN_HALL,2026-05-05 01:48:58.052923+05:30,2026-05-05 01:49:00.002000+05:30,77,26.47,2026-05-05 01:48:58.053000+05:30
200851,J2_BAMBALAPITIYA,2026-05-05 01:48:58.050134+05:30,2026-05-05 01:49:00.002000+05:30,42,50.79,2026-05-05 01:48:58.051000+05:30
200889,J1_KOLLUPITIYA,2026-05-05 01:48:58.049021+05:30,2026-05-05 01:49:00.002000+05:30,77,54.81,2026-05-05 01:48:58.049000+05:30
200886,J4_BORELLA,2026-05-05 01:48:57.474219+05:30,2026-05-05 01:49:00.002000+05:30,65,45.65,2026-05-05 01:48:57.474000+05:30
200887,J4_BORELLA,2026-05-05 01:48:57.473567+05:30,2026-05-05 01:49:00.002000+05:30,103,4.95,2026-05-05 01:48:57.474000+05:30
200890,J3_TOWN_HALL,2026-05-05 01:48:57.473253+05:30,2026-05-05 01:49:00.002000+05:30,75,33.29,2026-05-05 01:48:57.473000+05:30
200892,J3_TOWN_HALL,2026-05-05 01:48:57.472921+05:30,2026-05-05 01:49:00.002000+05:30,80,43.11,2026-05-05 01:48:57.473000+05:30
200849,J2_BAMBALAPITIYA,2026-05-05 01:48:57.472443+05:30,2026-05-05 01:49:00.002000+05:30,13,50.19,2026-05-05 01:48:57.473000+05:30
200884,J1_KOLLUPITIYA,2026-05-05 01:48:57.471689+05:30,2026-05-05 01:49:00.002000+05:30,76,35.49,2026-05-05 01:48:57.472000+05:30
200847,J2_BAMBALAPITIYA,2026-05-05 01:48:57.470875+05:30,2026-05-05 01:49:00.002000+05:30,23,25.05,2026-05-05 01:48:57.471000+05:30
200883,J1_KOLLUPITIYA,2026-05-05 01:48:57.470169+05:30,2026-05-05 01:49:00.002000+05:30,18,19.70,2026-05-05 01:48:57.470000+05:30
200881,J4_BORELLA,2026-05-05 01:48:57.045545+05:30,2026-05-05 01:49:00.002000+05:30,33,50.50,2026-05-05 01:48:57.047000+05:30
200888,J3_TOWN_HALL,2026-05-05 01:48:57.044329+05:30,2026-05-05 01:49:00.002000+05:30,30,38.42,2026-05-05 01:48:57.045000+05:30
200845,J2_BAMBALAPITIYA,2026-05-05 01:48:57.042992+05:30,2026-05-05 01:49:00.002000+05:30,56,24.93,2026-05-05 01:48:57.043000+05:30
200879,J1_KOLLUPITIYA,2026-05-05 01:48:57.042057+05:30,2026-05-05 01:49:00.002000+05:30,54,38.59,2026-05-05 01:48:57.042000+05:30
200878,J4_BORELLA,2026-05-05 01:48:56.469100+05:30,2026-05-05 01:49:00.002000+05:30,78,17.75,2026-05-05 01:48:56.470000+05:30
200877,J4_BORELLA,2026-05-05 01:48:56.466721+05:30,2026-05-05 01:49:00.002000+05:30,63,26.35,2026-05-05 01:48:56.468000+05:30
200885,J3_TOWN_HALL,2026-05-05 01:48:56.466149+05:30,2026-05-05 01:49:00.002000+05:30,16,23.83,2026-05-05 01:48:56.468000+05:30
200843,J2_BAMBALAPITIYA,2026-05-05 01:48:56.464686+05:30,2026-05-05 01:49:00.002000+05:30,28,40.66,2026-05-05 01:48:56.465000+05:30
200882,J3_TOWN_HALL,2026-05-05 01:48:56.463880+05:30,2026-05-05 01:49:00.002000+05:30,23,31.63,2026-05-05 01:48:56.465000+05:30
200875,J1_KOLLUPITIYA,2026-05-05 01:48:56.463743+05:30,2026-05-05 01:49:00.002000+05:30,60,31.13,2026-05-05 01:48:56.464000+05:30
200841,J2_BAMBALAPITIYA,2026-05-05 01:48:56.463121+05:30,2026-05-05 01:49:00.002000+05:30,46,22.49,2026-05-05 01:48:56.463000+05:30
200873,J1_KOLLUPITIYA,2026-05-05 01:48:56.461315+05:30,2026-05-05 01:49:00.002000+05:30,77,33.97,2026-05-05 01:48:56.462000+05:30
200871,J4_BORELLA,2026-05-05 01:48:56.039872+05:30,2026-05-05 01:49:00.002000+05:30,42,23.29,2026-05-05 01:48:56.040000+05:30
200880,J3_TOWN_HALL,2026-05-05 01:48:56.039290+05:30,2026-05-05 01:49:00.002000+05:30,20,19.62,2026-05-05 01:48:56.039000+05:30
200839,J2_BAMBALAPITIYA,2026-05-05 01:48:56.037346+05:30,2026-05-05 01:49:00.002000+05:30,38,34.30,2026-05-05 01:48:56.038000+05:30
200869,J1_KOLLUPITIYA,2026-05-05 01:48:56.036528+05:30,2026-05-05 01:49:00.002000+05:30,37,50.43,2026-05-05 01:48:56.037000+05:30
200868,J4_BORELLA,2026-05-05 01:48:55.460353+05:30,2026-05-05 01:49:00.002000+05:30,41,50.50,2026-05-05 01:48:55.461000+05:30
200876,J3_TOWN_HALL,2026-05-05 01:48:55.457735+05:30,2026-05-05 01:49:00.002000+05:30,21,45.05,2026-05-05 01:48:55.459000+05:30
